,PPE,DFA,RPDE,numPulses,numPeriodsPulses,meanPeriodPulses,stdDevPeriodPulses,locPctJitter,locAbsJitter,rapJitter,ppq5Jitter,ddpJitter,locShimmer,locDbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,meanAutoCorrHarmonicity,meanNoiseToHarmHarmonicity,meanHarmToNoiseHarmonicity
10,0.80657,0.67256,0.61745,488,487,0.003956114,5.379999999999999e-05,0.0008300000000000001,3.29e-06,0.0001,0.00026000000000000003,0.00029,0.06639,0.6409999999999999,0.037469999999999996,0.035160000000000004,0.05412,0.11241,0.9832200000000001,0.017416,19.889
11,0.8265299999999999,0.58326,0.44555,498,497,0.003872688,3.26e-05,0.0006900000000000001,2.68e-06,7e-05,0.00021,0.00022,0.02531,0.218,0.012830000000000001,0.0138,0.02256,0.038489999999999996,0.9974299999999999,0.0025800000000000003,27.095
12,0.8726,0.78996,0.7802600000000001,492,491,0.003924152,6.720000000000001e-05,0.0028,1.1e-05,0.0007700000000000001,0.0018399999999999998,0.0023,0.20811,1.814,0.08936000000000001,0.14476,0.27669,0.26808000000000004,0.797841,0.265575,6.301
13,0.81148,0.76831,0.70809,305,304,0.006316424,0.0032453240000000004,0.0034100000000000003,2.1600000000000003e-05,0.00093,0.00141,0.0028,0.13878,1.3259999999999998,0.0722,0.0901,0.11270999999999999,0.21661,0.9353299999999999,0.070261,12.354000000000001
14,0.80978,0.77992,0.6918,291,290,0.006624185,0.0027565840000000003,0.00457,3.0299999999999998e-05,0.00159,0.00292,0.00477,0.13069,1.222,0.07042999999999999,0.09022999999999999,0.10685,0.21129,0.953419,0.049388999999999995,13.735
15,0.81471,0.61483,0.33216,300,299,0.0064332930000000005,3.8799999999999994e-05,0.00085,5.45e-06,0.00016999999999999999,0.00042,0.0005099999999999999,0.04046,0.354,0.01756,0.02433,0.0469,0.05269,0.9972549999999999,0.002758,27.642
16,0.8326899999999999,0.6201800000000001,0.37051,286,285,0.006754263000000001,5.17e-05,0.0011099999999999999,7.52e-06,0.00023999999999999998,0.00059,0.00072,0.02995,0.266,0.01211,0.01732,0.03501,0.03632,0.995654,0.004375,25.185
17,0.82016,0.6312399999999999,0.37031,266,265,0.007256724,4.8599999999999995e-05,0.00086,6.28e-06,0.0002,0.00045,0.00059,0.027339999999999996,0.24100000000000002,0.013090000000000001,0.01662,0.025480000000000003,0.03926,0.996592,0.003428,26.686
18,0.78067,0.66085,0.44583,283,282,0.006824086,0.000138247,0.0017699999999999999,1.21e-05,0.00025,0.00061,0.00075,0.0481,0.42200000000000004,0.026019999999999998,0.02692,0.03984,0.07806,0.9911040000000001,0.009076,23.084
19,0.79774,0.71199,0.36714,289,288,0.006693035999999999,6.49e-05,0.00122,8.19e-06,0.0002,0.00049,0.00061,0.08552,0.741,0.04596,0.059210000000000006,0.06201,0.13788,0.9943200000000001,0.005729,23.753
20,0.8216899999999999,0.6290100000000001,0.36175999999999997,292,291,0.006623611999999999,2.8000000000000003e-05,0.00084,5.58e-06,0.00018,0.00041,0.00055,0.02324,0.205,0.01087,0.0125,0.021230000000000002,0.032619999999999996,0.9962979999999999,0.003728,26.489
21,0.43551000000000006,0.81029,0.7165199999999999,267,266,0.007226883000000001,0.000200238,0.006529999999999999,4.72e-05,0.00244,0.00389,0.00731,0.22066,1.891,0.09811,0.10565,0.06615,0.29433000000000004,0.829794,0.212443,7.254
22,0.7622,0.73507,0.75672,175,165,0.009677449,0.00321833,0.01268,0.000122721,0.00494,0.00499,0.014819999999999998,0.13047999999999998,1.246,0.0632,0.06967999999999999,0.08788,0.18961,0.7678729999999999,0.377305,7.194
23,0.38987,0.7792100000000001,0.6648,269,268,0.00718394,9.549999999999999e-05,0.0031100000000000004,2.23e-05,0.00085,0.00182,0.00255,0.067457503,0.606084525,0.034415969,0.04113052,0.055173155,0.103247815,0.686465,0.460579,3.425
24,0.82878,0.67313,0.4662,262,261,0.007371105,8.669999999999999e-05,0.00212,1.56e-05,0.00037999999999999997,0.00093,0.00115,0.03543,0.315,0.0162,0.01983,0.03772,0.048589999999999994,0.9839,0.016531,19.116
25,0.80489,0.62426,0.47446000000000005,285,284,0.006776156,7.219999999999999e-05,0.0015,1.01e-05,0.00026000000000000003,0.0006799999999999999,0.00078,0.03318,0.293,0.01272,0.02001,0.03957,0.03816,0.992843,0.007236,23.072
26,0.8227,0.6298199999999999,0.56243,289,288,0.006642625,7.8e-05,0.00141,9.34e-06,0.00025,0.00062,0.00075,0.04543,0.405,0.01974,0.02897,0.04991,0.059210000000000006,0.9908450000000001,0.009323999999999999,22.266
27,0.8621,0.60863,0.46038,332,331,0.0058207319999999995,6.13e-05,0.00143,8.31e-06,0.00018,0.00049,0.00054,0.04009,0.348,0.02009,0.02365,0.038130000000000004,0.06026,0.99341,0.006663,23.641
28,0.8360700000000001,0.6128899999999999,0.43513,333,332,0.005805192,5.91e-05,0.00134,7.81e-06,0.00018999999999999998,0.0005099999999999999,0.00057,0.05599,0.49700000000000005,0.0225,0.03188,0.059160000000000004,0.0675,0.9943700000000001,0.005722,25.301
29,0.8404299999999999,0.60437,0.39889,331,330,0.005837888,5.59e-05,0.0014,8.16e-06,0.0002,0.00053,0.0006,0.034960000000000005,0.3,0.01645,0.02051,0.037939999999999995,0.049339999999999995,0.9943270000000001,0.005727,24.249000000000002
30,0.79196,0.6642899999999999,0.69379,212,211,0.009104240999999999,0.000111466,0.0035399999999999997,3.2200000000000003e-05,0.00128,0.00228,0.0038299999999999996,0.1214,1.105,0.05649,0.07947,0.12003,0.16946,0.928883,0.090889,13.831
31,0.3086,0.64823,0.62249,248,247,0.0077824009999999996,7.5e-05,0.00199,1.55e-05,0.00066,0.0013800000000000002,0.00199,0.09149,0.8170000000000001,0.038939999999999995,0.05828,0.10522999999999999,0.11682000000000001,0.9720139999999999,0.029798,17.369
32,0.36894,0.64326,0.59772,237,236,0.00815993,7.41e-05,0.00175,1.4300000000000002e-05,0.0005099999999999999,0.00105,0.0015199999999999999,0.0944,0.898,0.03973,0.05654,0.10078,0.11919,0.973316,0.028338,17.581
33,0.8212700000000001,0.66846,0.26211999999999996,375,374,0.005138503,4.36e-05,0.00086,4.4e-06,9e-05,0.00025,0.00028,0.03564,0.316,0.02002,0.020419999999999997,0.025889999999999996,0.06005,0.9947530000000001,0.0053100000000000005,24.058000000000003
34,0.8033899999999999,0.64898,0.33526,292,291,0.006607654,0.00230841,0.00202,1.3300000000000001e-05,0.0005099999999999999,0.00065,0.0015199999999999999,0.0602,0.526,0.03478,0.03486,0.043160000000000004,0.10432999999999999,0.98715,0.013293000000000001,20.883000000000003
35,0.84385,0.67496,0.46658,285,283,0.0067726259999999995,0.002450954,0.0012900000000000001,8.76e-06,0.00026000000000000003,0.00058,0.0007700000000000001,0.11166,1.002,0.06565,0.07022,0.08624,0.19695,0.98505,0.015300999999999999,19.645
36,0.82004,0.74807,0.52028,260,259,0.007427449,9.300000000000001e-05,0.00223,1.65e-05,0.00062,0.00122,0.00187,0.11982999999999999,1.047,0.07046000000000001,0.07085,0.08578999999999999,0.21136999999999997,0.962249,0.039593,14.545
37,0.8326100000000001,0.75192,0.41361000000000003,265,264,0.007285737,5.9e-05,0.002,1.4599999999999999e-05,0.00057,0.00117,0.0017,0.04701,0.406,0.02623,0.02634,0.0351,0.07869,0.9744870000000001,0.026295999999999996,16.195
38,0.82606,0.68639,0.47103,267,266,0.007219309,9.42e-05,0.0018,1.3000000000000001e-05,0.00037999999999999997,0.0009199999999999999,0.00115,0.06167,0.5479999999999999,0.031030000000000002,0.03826,0.0616,0.0931,0.983872,0.01647,18.660999999999998
39,0.80169,0.7233,0.32538,344,343,0.005614298,6.24e-05,0.00074,4.18e-06,0.00013000000000000002,0.00033,0.00039,0.027860000000000003,0.245,0.01574,0.017759999999999998,0.02094,0.04723,0.9864709999999999,0.014096000000000001,20.923000000000002
40,0.39723,0.72248,0.64741,215,214,0.008018441999999999,0.002585024,0.00329,2.64e-05,0.00093,0.00123,0.00278,0.06722,0.65,0.0351,0.04261,0.050069999999999996,0.1053,0.9388719999999999,0.073904,15.577
41,0.60556,0.69601,0.49391999999999997,309,307,0.0062388769999999994,0.001914925,0.0012900000000000001,8.04e-06,0.00033999999999999997,0.00063,0.00101,0.03764,0.33399999999999996,0.01866,0.02301,0.026660000000000003,0.05599,0.9616120000000001,0.059017999999999994,19.695
42,0.8614799999999999,0.79945,0.37209000000000003,402,401,0.0048085490000000005,3.9500000000000005e-05,0.0009599999999999999,4.61e-06,0.00022999999999999998,0.00053,0.0006799999999999999,0.054720000000000005,0.507,0.0319,0.03241,0.03717,0.09571,0.981793,0.018637,17.875
43,0.8835200000000001,0.79509,0.36585,397,396,0.004861382,5.36e-05,0.00143,6.97e-06,0.00028,0.00066,0.0008300000000000001,0.04211,0.385,0.02033,0.02555,0.034319999999999996,0.060989999999999996,0.984592,0.015731000000000002,18.723
44,0.8647799999999999,0.7657,0.37051999999999996,400,399,0.004827373,5.379999999999999e-05,0.0014,6.75e-06,0.00022,0.00056,0.00065,0.03993,0.365,0.02053,0.02519,0.03499,0.06159,0.990283,0.009833,20.53
45,0.7842100000000001,0.69205,0.5908899999999999,238,237,0.008107194,0.000116341,0.00203,1.64e-05,0.0005099999999999999,0.0011,0.0015300000000000001,0.06996000000000001,0.631,0.03007,0.04253,0.0725,0.09021,0.97877,0.022101,18.577
46,0.7003,0.69206,0.67128,240,239,0.008053570999999999,0.000174266,0.00224,1.8e-05,0.00064,0.00133,0.00193,0.09222999999999999,0.843,0.04311,0.05636,0.08603,0.12934,0.9638959999999999,0.038411,15.782
47,0.73892,0.70522,0.7038800000000001,234,233,0.008258025,0.000201731,0.0035600000000000002,2.94e-05,0.0009400000000000001,0.002,0.00283,0.12445999999999999,1.127,0.0461,0.07422999999999999,0.13974,0.13829,0.9404540000000001,0.06841,13.520999999999999
48,0.83959,0.7296699999999999,0.52382,434,433,0.00445595,0.000117177,0.00145,6.48e-06,0.0002,0.0005,0.00061,0.13146,1.1340000000000001,0.06489,0.08648,0.10384000000000002,0.19467,0.93785,0.073649,13.225
49,0.2532,0.70885,0.6361,385,384,0.005015555,0.0015572729999999999,0.0036,1.8e-05,0.0008699999999999999,0.0011,0.0026100000000000003,0.15324000000000002,1.4569999999999999,0.08481,0.10048,0.12695,0.25444,0.9159079999999999,0.094605,11.068
50,0.40587,0.7834800000000001,0.7403,389,388,0.004801378,0.00094214,0.00314,1.51e-05,0.0009,0.0011,0.0027,0.20158,1.745,0.09736,0.13676,0.16768,0.29209,0.805892,0.26787,6.712000000000001
51,0.80203,0.5815100000000001,0.50978,399,398,0.0048445929999999995,7.829999999999999e-05,0.00115,5.56e-06,0.00016,0.00042,0.00049,0.10507999999999999,0.966,0.04973,0.062270000000000006,0.11329000000000002,0.14919000000000002,0.9803,0.020184999999999998,17.402
52,0.83406,0.57905,0.45109,411,410,0.004702189,8.51e-05,0.00119,5.58e-06,0.00013000000000000002,0.00033999999999999997,0.00039,0.09534,0.895,0.04074,0.05677000000000001,0.10875,0.12222999999999999,0.982524,0.017959,18.418
53,0.81038,0.57581,0.55182,378,377,0.0051090729999999996,5.6000000000000006e-05,0.0011300000000000001,5.78e-06,0.00016999999999999999,0.00043,0.0005,0.06831,0.616,0.028919999999999998,0.03787,0.08118,0.08676,0.965101,0.036504,14.995999999999999
54,0.73953,0.69603,0.69229,303,302,0.006377773000000001,0.000323371,0.0034200000000000003,2.18e-05,0.00061,0.00157,0.0018399999999999998,0.08436,0.757,0.0423,0.05584,0.07615,0.1269,0.919475,0.08964,11.167
55,0.15963,0.7176899999999999,0.69724,282,277,0.006282661,0.002353133,0.0043,2.7000000000000002e-05,0.00106,0.0016300000000000002,0.00317,0.11075,0.985,0.058370000000000005,0.07413,0.07400000000000001,0.17511,0.88235,0.192379,12.005999999999998
56,0.71392,0.63726,0.5940300000000001,306,305,0.006292158000000001,0.000137081,0.00182,1.15e-05,0.00031,0.0007599999999999999,0.00093,0.06121,0.5760000000000001,0.03274,0.04033,0.04532,0.09822,0.966032,0.036746,15.549000000000001
57,0.8456100000000001,0.63744,0.40531,312,311,0.006185115,4.1e-05,0.00088,5.46e-06,0.00014,0.00036,0.00042,0.03961,0.354,0.01621,0.02189,0.044610000000000004,0.04863,0.988973,0.011195,20.222
58,0.8560399999999999,0.6336,0.61144,319,318,0.006039518000000001,3.2500000000000004e-05,0.00117,7.09e-06,0.00021,0.00055,0.00064,0.052779999999999994,0.461,0.024569999999999998,0.03142,0.054920000000000004,0.07372000000000001,0.981108,0.019303999999999998,17.426
59,0.84677,0.61862,0.57418,311,310,0.006199451999999999,7.170000000000001e-05,0.0013800000000000002,8.55e-06,0.00016999999999999999,0.00043,0.0005,0.052489999999999995,0.499,0.01995,0.02995,0.0613,0.05984,0.979485,0.021144,17.709
60,0.82204,0.6420899999999999,0.49305,322,321,0.005991833,5.47e-05,0.0013599999999999999,8.17e-06,0.0002,0.00053,0.00059,0.0292,0.251,0.011640000000000001,0.01732,0.0342,0.03493,0.995974,0.004051,25.74
61,0.85908,0.63879,0.48776,324,323,0.0059486719999999995,6.28e-05,0.00145,8.63e-06,0.0002,0.00055,0.00061,0.0239,0.20800000000000002,0.01068,0.01365,0.02408,0.03205,0.996124,0.003901,25.826
62,0.81572,0.6613600000000001,0.54195,322,321,0.005985919,5.720000000000001e-05,0.0012699999999999999,7.57e-06,0.00018999999999999998,0.00049,0.00056,0.03902,0.33799999999999997,0.01526,0.02099,0.0444,0.04579,0.995922,0.004104,25.45
63,0.79278,0.73949,0.42878,285,284,0.006778441999999999,0.00010590000000000001,0.00151,1.0300000000000001e-05,0.00027,0.00061,0.00082,0.0546,0.509,0.027939999999999996,0.03046,0.04566,0.08383,0.992376,0.00771,22.31
64,0.81191,0.77936,0.42558,285,284,0.006788364,6.99e-05,0.00098,6.67e-06,0.00021,0.00045,0.00062,0.03739,0.34,0.01991,0.02188,0.02953,0.059739999999999994,0.993791,0.00626,22.883000000000003
65,0.80565,0.68465,0.50868,244,241,0.007883785,0.002611396,0.00151,1.1900000000000001e-05,0.0004,0.0007599999999999999,0.0012,0.08177000000000001,0.777,0.04385,0.043930000000000004,0.0642,0.13155999999999998,0.9725860000000001,0.029657,17.507
66,0.8198700000000001,0.6391899999999999,0.25372,437,436,0.004414426,2.7600000000000003e-05,0.0007599999999999999,3.37e-06,7e-05,0.00018,0.0002,0.03387,0.303,0.01326,0.02,0.03557,0.03978,0.9983299999999999,0.001674,29.651999999999997
67,0.7928,0.62059,0.41556000000000004,476,475,0.00405457,2.7699999999999996e-05,0.00054,2.19e-06,4e-05,0.00013000000000000002,0.00013000000000000002,0.01374,0.11900000000000001,0.00636,0.00912,0.01347,0.01909,0.9986940000000001,0.001309,30.662
68,0.8638899999999999,0.5862,0.54385,489,488,0.00394347,8.83e-05,0.0006799999999999999,2.7e-06,5.9999999999999995e-05,0.00016999999999999999,0.00018999999999999998,0.0165,0.149,0.00602,0.010029999999999999,0.02014,0.01805,0.9976790000000001,0.002332,28.65
69,0.81529,0.7219899999999999,0.45493,233,232,0.008288008000000001,7.53e-05,0.0024,1.99e-05,0.00063,0.00135,0.0018800000000000002,0.04174,0.366,0.0211,0.023030000000000002,0.03662,0.06329,0.975774,0.025282,17.065
70,0.80415,0.76904,0.45118,232,231,0.008330381,0.00010392200000000001,0.00218,1.82e-05,0.00054,0.00117,0.0016300000000000002,0.07485,0.6609999999999999,0.03845,0.047560000000000005,0.0637,0.11535,0.9809530000000001,0.01949,17.636
71,0.31431,0.77186,0.62721,231,230,0.008340531,0.000249813,0.0032700000000000003,2.7300000000000003e-05,0.00099,0.0019,0.00296,0.07151,0.687,0.03246,0.04059,0.07368999999999999,0.09739,0.950451,0.06282599999999999,15.33
72,0.16874,0.7121,0.61151,166,165,0.011638908,0.000157934,0.00252,2.9299999999999997e-05,0.00061,0.00144,0.00182,0.06546,0.57,0.03451,0.04092,0.06172999999999999,0.10353,0.9585239999999999,0.04559,15.325
73,0.83183,0.674,0.51269,174,173,0.011112851000000002,7.509999999999998e-05,0.00201,2.23e-05,0.00067,0.00133,0.00201,0.053329999999999995,0.467,0.02901,0.03784,0.045880000000000004,0.08703,0.9492379999999999,0.054546000000000004,13.425999999999998
74,0.20452,0.70358,0.67909,286,285,0.006754316999999999,0.002272485,0.0033299999999999996,2.25e-05,0.00107,0.00159,0.00321,0.06911,0.612,0.03923,0.04027,0.04768,0.1177,0.897293,0.13259500000000002,11.057
75,0.73737,0.78023,0.42483999999999994,353,352,0.005471714,4.29e-05,0.0008300000000000001,4.53e-06,0.00016999999999999999,0.00039,0.0005,0.11572,1.0090000000000001,0.06306,0.08164,0.08378,0.18918,0.983073,0.017351,18.307000000000002
76,0.8357600000000001,0.79762,0.40497,358,357,0.005402545999999999,4.74e-05,0.00143,7.73e-06,0.00026000000000000003,0.00065,0.00078,0.1158,1.006,0.0606,0.08269,0.0834,0.18179,0.984135,0.016233,18.699
77,0.83865,0.76831,0.34722,345,344,0.005598898000000001,5.3500000000000006e-05,0.00082,4.57e-06,0.00016,0.00036,0.00047000000000000004,0.046310000000000004,0.408,0.024630000000000003,0.03177,0.03394,0.07389,0.9902569999999999,0.009861,20.474
78,0.83485,0.67845,0.39639,298,297,0.006454914,0.001860475,0.00229,1.4800000000000002e-05,0.0006,0.00084,0.0018,0.037630000000000004,0.32899999999999996,0.02131,0.02286,0.02586,0.06394,0.980615,0.019953,17.662
79,0.8391799999999999,0.6642600000000001,0.35445,333,332,0.005803043000000001,3.5600000000000005e-05,0.0011,6.41e-06,0.00022,0.00055,0.00066,0.04212,0.366,0.02396,0.02516,0.02843,0.07187,0.9815520000000001,0.018868,17.627
80,0.8014,0.6732899999999999,0.30476,343,342,0.005636387,4.46e-05,0.00103,5.8e-06,0.00015,0.00041,0.00045999999999999996,0.034839999999999996,0.308,0.019790000000000002,0.022619999999999998,0.025730000000000003,0.059379999999999995,0.9909620000000001,0.009134,20.747
81,0.34488,0.62269,0.48573,443,441,0.004353496,0.000628206,0.00233,1.01e-05,0.00058,0.0006,0.00173,0.0421,0.406,0.01908,0.024980000000000002,0.038560000000000004,0.057229999999999996,0.990159,0.010192,22.311
82,0.84157,0.72248,0.36795,441,440,0.0043722809999999996,3.8e-05,0.00061,2.68e-06,8e-05,0.00022,0.00025,0.0718,0.667,0.03607,0.05069,0.054520000000000006,0.1082,0.985159,0.015116,18.68
83,0.8462700000000001,0.61553,0.58034,480,479,0.004018868,2.72e-05,0.0005200000000000001,2.08e-06,7e-05,0.00018,0.00021,0.06808,0.593,0.035339999999999996,0.040060000000000005,0.051329999999999994,0.10602,0.99175,0.008523000000000001,22.958000000000002
84,0.81615,0.71618,0.30468,439,438,0.004398305999999999,3.6700000000000004e-05,0.00086,3.79e-06,0.00013000000000000002,0.00033999999999999997,0.00037999999999999997,0.08678,0.787,0.05097,0.05262000000000001,0.05619,0.15292,0.9883370000000001,0.011839,19.764
85,0.87005,0.69617,0.28221999999999997,439,438,0.004396195,3.63e-05,0.0007599999999999999,3.33e-06,0.00011,0.00028,0.00033,0.09717999999999999,0.898,0.05703,0.05861,0.06373,0.1711,0.98234,0.018061,17.922
86,0.79674,0.76427,0.36046,447,446,0.004317594,5.88e-05,0.00106,4.58e-06,0.00016,0.00042,0.00049,0.0782,0.682,0.039310000000000005,0.05537,0.05262000000000001,0.11792000000000001,0.978085,0.022685,17.043
87,0.83245,0.64735,0.29877,395,394,0.00488602,3.37e-05,0.00085,4.14e-06,0.00011,0.0003,0.00033,0.02076,0.18,0.0121,0.01166,0.01547,0.0363,0.996778,0.0032380000000000004,26.305
88,0.84931,0.64732,0.28517,393,392,0.004910034000000001,4.270000000000001e-05,0.00081,3.98e-06,9e-05,0.00026000000000000003,0.00028,0.01865,0.161,0.0111,0.01066,0.01239,0.0333,0.9964040000000001,0.003621,26.241
89,0.8276,0.63579,0.24278000000000002,404,403,0.004779499,3.06e-05,0.00064,3.08e-06,8e-05,0.00022,0.00023999999999999998,0.02126,0.185,0.00782,0.01257,0.029169999999999998,0.023469999999999998,0.9983879999999999,0.001616,29.505
90,0.64099,0.8123600000000001,0.49772,366,365,0.005279078,0.00013984700000000002,0.00392,2.07e-05,0.00105,0.0024100000000000002,0.00314,0.09627000000000001,0.935,0.04585,0.06023,0.07292,0.13756,0.842985,0.198215,7.656000000000001
91,0.51144,0.76417,0.69504,321,320,0.005978107,0.002028251,0.0103,6.159999999999999e-05,0.00315,0.00526,0.00944,0.19615,1.732,0.07983,0.08212,0.06559,0.2395,0.81495,0.27672399999999997,7.886
92,0.78178,0.79967,0.43328999999999995,391,390,0.0049335690000000005,6.0599999999999996e-05,0.0018899999999999998,9.32e-06,0.00054,0.00123,0.0016300000000000002,0.07837999999999999,0.7559999999999999,0.038810000000000004,0.05086,0.06513,0.11642000000000001,0.960706,0.0413,14.35
93,0.78913,0.8,0.55702,220,219,0.008783924,9.53e-05,0.00305,2.68e-05,0.0011300000000000001,0.00196,0.00339,0.04481,0.39299999999999996,0.02475,0.026860000000000002,0.03505,0.07426,0.955981,0.046719,14.056
94,0.84239,0.7683300000000001,0.5312,228,227,0.00847525,0.000121936,0.00274,2.3199999999999998e-05,0.00103,0.00182,0.0030800000000000003,0.04533,0.395,0.02609,0.027819999999999998,0.03283,0.07826,0.9558770000000001,0.048061,14.859000000000002
95,0.83659,0.79765,0.52362,229,228,0.008452344,0.000104905,0.0028399999999999996,2.4e-05,0.0009199999999999999,0.0017800000000000001,0.00275,0.08784,0.86,0.04788,0.05669,0.06309,0.14364000000000002,0.961991,0.040044,14.796
96,0.44988999999999996,0.7923,0.7609899999999999,194,188,0.008766086,0.000355283,0.01072,9.4e-05,0.004220000000000001,0.00659,0.01267,0.13571,1.251,0.06636,0.06952,0.10031,0.19908,0.834408,0.257497,9.206
97,0.7670399999999999,0.8187,0.5100899999999999,221,220,0.008736667,6.11e-05,0.00255,2.22e-05,0.00115,0.00187,0.00346,0.06766,0.632,0.037110000000000004,0.041069999999999995,0.0501,0.11134000000000001,0.9813350000000001,0.019540000000000002,19.656
98,0.7289899999999999,0.7916300000000001,0.6376,212,211,0.009089296,0.000411352,0.0029,2.64e-05,0.0008900000000000001,0.00176,0.00266,0.10586,1.0290000000000001,0.044469999999999996,0.05997,0.10457000000000001,0.13342,0.9747549999999999,0.026427,17.631
99,0.83896,0.64893,0.40274,236,235,0.008182374000000001,0.000104605,0.00121,9.92e-06,0.00025,0.00059,0.00074,0.019180000000000003,0.166,0.0094,0.013059999999999999,0.0156,0.0282,0.997461,0.0025510000000000003,27.959
100,0.8469200000000001,0.6292,0.44351,231,230,0.008367278,0.000133314,0.00141,1.18e-05,0.0003,0.00072,0.00091,0.01967,0.16899999999999998,0.010709999999999999,0.01339,0.0166,0.032119999999999996,0.9951049999999999,0.004949,25.026999999999997
101,0.83109,0.6541100000000001,0.40255,228,227,0.008480136,0.00011687,0.0012699999999999999,1.0800000000000002e-05,0.00027,0.00065,0.0008,0.01522,0.132,0.007790000000000001,0.01035,0.01325,0.02337,0.996459,0.003564,26.511999999999997
102,0.80056,0.73215,0.48028999999999994,380,379,0.005072688,5.88e-05,0.00164,8.32e-06,0.0002,0.00055,0.00061,0.08424,0.777,0.04431,0.05951,0.06316000000000001,0.13293,0.957834,0.04517,14.59
103,0.82239,0.6605300000000001,0.34074,373,372,0.005172331,4.09e-05,0.00141,7.32e-06,0.00023999999999999998,0.00062,0.00072,0.059410000000000004,0.52,0.03266,0.03623,0.04678,0.09799,0.9854,0.014922999999999999,19.2
104,0.80595,0.65901,0.27874,378,377,0.005101898,3.9500000000000005e-05,0.00117,5.98e-06,0.00018,0.00047000000000000004,0.00055,0.05055,0.441,0.02798,0.02947,0.03873,0.08395,0.9912770000000001,0.008817,21.09
105,0.08442899999999999,0.67456,0.4089,401,399,0.004811141,0.000891886,0.00227,1.09e-05,0.0005200000000000001,0.00065,0.00157,0.08429,0.772,0.04205,0.06242,0.06352000000000001,0.12615,0.993892,0.006229999999999999,24.144000000000002
106,0.82435,0.6751199999999999,0.37135,415,414,0.0046436179999999995,2.9999999999999997e-05,0.0007599999999999999,3.51e-06,8e-05,0.00022,0.00023999999999999998,0.0327,0.28300000000000003,0.01654,0.020419999999999997,0.02506,0.04962,0.996078,0.003942,24.785999999999998
107,0.8690399999999999,0.64047,0.33134,421,420,0.004586117,3.2200000000000003e-05,0.0008300000000000001,3.81e-06,0.00011,0.00027,0.00032,0.03227,0.28300000000000003,0.015969999999999998,0.02001,0.02978,0.04792,0.9951909999999999,0.004839,23.879
108,0.8553700000000001,0.5966100000000001,0.57195,324,323,0.005954861999999999,3.229999999999999e-05,0.00098,5.84e-06,0.00018999999999999998,0.00047000000000000004,0.00058,0.07719,0.6829999999999999,0.04548,0.04817,0.05582,0.13643,0.985459,0.014862,19.507
