,Ea,Ed_1_coef,Ed_2_coef,Ed_3_coef,Ed_4_coef,Ed_5_coef,Ed_6_coef,Ed_7_coef,Ed_8_coef,Ed_9_coef,Ed_10_coef,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_4_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,det_entropy_log_1_coef,det_entropy_log_2_coef,det_entropy_log_3_coef,det_entropy_log_4_coef,det_entropy_log_5_coef,det_entropy_log_6_coef,det_entropy_log_7_coef,det_entropy_log_8_coef,det_entropy_log_9_coef,det_entropy_log_10_coef,det_TKEO_mean_1_coef,det_TKEO_mean_2_coef,det_TKEO_mean_3_coef,det_TKEO_mean_4_coef,det_TKEO_mean_5_coef,det_TKEO_mean_6_coef,det_TKEO_mean_7_coef,det_TKEO_mean_8_coef,det_TKEO_mean_9_coef,det_TKEO_mean_10_coef,det_TKEO_std_1_coef,det_TKEO_std_2_coef,det_TKEO_std_3_coef,det_TKEO_std_4_coef,det_TKEO_std_5_coef,det_TKEO_std_6_coef,det_TKEO_std_7_coef,det_TKEO_std_8_coef,det_TKEO_std_9_coef,det_TKEO_std_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_4_coef,app_entropy_shannon_5_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_8_coef,app_entropy_shannon_9_coef,app_entropy_shannon_10_coef,app_entropy_log_1_coef,app_entropy_log_2_coef,app_entropy_log_3_coef,app_entropy_log_4_coef,app_entropy_log_5_coef,app_entropy_log_6_coef,app_entropy_log_7_coef,app_entropy_log_8_coef,app_entropy_log_9_coef,app_entropy_log_10_coef,app_det_TKEO_mean_1_coef,app_det_TKEO_mean_2_coef,app_det_TKEO_mean_3_coef,app_det_TKEO_mean_4_coef,app_det_TKEO_mean_5_coef,app_det_TKEO_mean_6_coef,app_det_TKEO_mean_7_coef,app_det_TKEO_mean_8_coef,app_det_TKEO_mean_9_coef,app_det_TKEO_mean_10_coef,app_TKEO_std_1_coef,app_TKEO_std_2_coef,app_TKEO_std_3_coef,app_TKEO_std_4_coef,app_TKEO_std_5_coef,app_TKEO_std_6_coef,app_TKEO_std_7_coef,app_TKEO_std_8_coef,app_TKEO_std_9_coef,app_TKEO_std_10_coef,Ea2,Ed2_1_coef,Ed2_2_coef,Ed2_3_coef,Ed2_4_coef,Ed2_5_coef,Ed2_6_coef,Ed2_7_coef,Ed2_8_coef,Ed2_9_coef,Ed2_10_coef,det_LT_entropy_shannon_1_coef,det_LT_entropy_shannon_2_coef,det_LT_entropy_shannon_3_coef,det_LT_entropy_shannon_4_coef,det_LT_entropy_shannon_5_coef,det_LT_entropy_shannon_6_coef,det_LT_entropy_shannon_7_coef,det_LT_entropy_shannon_8_coef,det_LT_entropy_shannon_9_coef,det_LT_entropy_shannon_10_coef,det_LT_entropy_log_1_coef,det_LT_entropy_log_2_coef,det_LT_entropy_log_3_coef,det_LT_entropy_log_4_coef,det_LT_entropy_log_5_coef,det_LT_entropy_log_6_coef,det_LT_entropy_log_7_coef,det_LT_entropy_log_8_coef,det_LT_entropy_log_9_coef,det_LT_entropy_log_10_coef,det_LT_TKEO_mean_1_coef,det_LT_TKEO_mean_2_coef,det_LT_TKEO_mean_3_coef,det_LT_TKEO_mean_4_coef,det_LT_TKEO_mean_5_coef,det_LT_TKEO_mean_6_coef,det_LT_TKEO_mean_7_coef,det_LT_TKEO_mean_8_coef,det_LT_TKEO_mean_9_coef,det_LT_TKEO_mean_10_coef,det_LT_TKEO_std_1_coef,det_LT_TKEO_std_2_coef,det_LT_TKEO_std_3_coef,det_LT_TKEO_std_4_coef,det_LT_TKEO_std_5_coef,det_LT_TKEO_std_6_coef,det_LT_TKEO_std_7_coef,det_LT_TKEO_std_8_coef,det_LT_TKEO_std_9_coef,det_LT_TKEO_std_10_coef,app_LT_entropy_shannon_1_coef,app_LT_entropy_shannon_2_coef,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef,app_LT_entropy_log_1_coef,app_LT_entropy_log_2_coef,app_LT_entropy_log_3_coef,app_LT_entropy_log_4_coef,app_LT_entropy_log_5_coef,app_LT_entropy_log_6_coef,app_LT_entropy_log_7_coef,app_LT_entropy_log_8_coef,app_LT_entropy_log_9_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_1_coef,app_LT_TKEO_mean_2_coef,app_LT_TKEO_mean_3_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_std_1_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_5_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_10_coef
134,99.9996,2.65e-07,1.96e-06,7.86e-06,6.51e-05,5.920000000000001e-05,0.00010208,7.120000000000001e-05,6.620000000000001e-05,2.11e-06,4.05e-05,3.177,9.3522,-8.5253,-563.5657,-564.9644,-1383.7144,-958.9234,-905.1179,-0.56153,-471.4413,-708.2123,-198.2424,-58.4206,22.7058,17.2289,9.0832,-28.3409,-46.3153,-37.8716,-39.3324,0.005792800000000001,0.058801,0.64242,6.3218,10.1298,11.1924,13.8606,20.0362,0.55823,12.5097,0.010715,0.1601,0.9749200000000001,9.5291,18.1691,39.7946,29.7502,43.2909,1.0516,25.8492,-48399357.13,-58195402.04,-76854677.47,-111128742.9,-180050920.9,-321714908.8,-635264889.9,-1246935885.0,-2605428873.0,-5433969613,1149.9109,691.7339999999999,457.2192,330.8366,268.3296,239.8551,236.8349,232.4304,242.8276,253.2248,766.9123,2727.7618,8813.88,25702.1007,66767.8573,157239.4532,334201.797,713736.0203,1427517.1519999998,2856456.619,5606.9102,14847.4483,37649.4772,90845.3598,204196.5733,442708.1528,916418.2699,1881672.656,3772125.245,7538591.761,100.0,1.06e-08,7.85e-08,3.12e-07,2.6e-06,2.35e-06,4.06e-06,2.84e-06,2.62e-06,8.52e-08,1.65e-06,0.00055023,0.0034159999999999998,0.011439,0.07193200000000001,0.06263099999999999,0.088876,0.062455,0.057042999999999996,0.0031941999999999995,0.039606,-1783.3544,-805.5963,-436.3488,-236.8043,-182.0012,-160.1516,-187.7296,-194.0984,-186.5905,-184.7749,2.73e-07,2.76e-06,3.02e-05,0.00029868,0.00047665,0.00052573,0.00065283,0.00093727,2.68e-05,0.00060051,4.99e-07,7.53e-06,4.51e-05,0.00044696,0.00084736,0.0018659000000000002,0.001402,0.0020277999999999997,5.05e-05,0.0012404000000000002,-20882.7577,-27775.4411,-39815.3817,-61613.4743,-105745.5853,-198412.3169,-408609.9004,-832029.2359999999,-1795818.8180000002,-3855158.2539999997,421.506,280.3478,200.9751,155.5271,133.4946,125.2521,128.9744,131.3108,141.708,152.1052,0.91433,3.2403,10.4166,30.4387,79.1304,186.2308,395.7587,844.4689,1688.9489,3378.2385,6.6879,17.726,44.7258,107.5317,243.2403,525.4079,1082.1542,2228.0993,4458.287,8915.2456
135,99.9998,1.05e-07,6.709999999999999e-07,9.45e-06,1.09e-05,2.55e-05,2.8199999999999998e-05,3.1e-05,2.97e-05,1.67e-05,2.1600000000000003e-05,2.0101,6.2652,-22.2297,-52.6205,-263.1074,-305.9836,-427.4979,-398.0609,-193.4742,-264.9135,-758.3915,-274.1295,-43.744,-15.0938,-16.7178,1.3603,-5.5242,-2.6034,-3.2347,3.2751,0.0032689999999999998,0.034762,0.92394,1.8704,3.2177,5.7173,7.2436,7.3402,3.9560000000000004,5.0846,0.0061309,0.066577,1.4095,2.6317,6.8685,10.2635,16.7352,15.3828,10.7883,13.4852,-62393141.24,-75065328.7,-99302134.58,-143850483.4,-233626543.8,-417870821.3,-825173047.3,-1619437876.0,-3381496451.0,-7048235081,1175.0195,706.0210000000001,466.2195,337.0628,273.1813,244.0088,240.7569,236.1153,246.5125,256.9097,988.3549,3511.1766,11249.7435,32883.9493,85539.1998,201194.6386,427358.544,911868.3570000001,1823817.273,3647554.6119999997,7212.8691,19184.102,48441.6272,115960.3146,263507.9595,566863.5746,1168451.863,2406402.231,4810327.14,9625468.707999999,100.0,4.0600000000000005e-09,2.6e-08,3.66e-07,4.2299999999999996e-07,9.86e-07,1.1e-06,1.21e-06,1.15e-06,6.5e-07,8.4e-07,0.00024084,0.0012946,0.014066,0.015194,0.030257999999999997,0.033070999999999996,0.032895,0.031792,0.019094999999999997,0.024179,-1859.8238,-895.1547,-430.5371,-280.10400000000004,-221.2426,-171.7668,-168.5113,-155.5957,-156.0427,-149.6635,1.23e-07,1.31e-06,3.48e-05,7.03e-05,0.00012095,0.0002158,0.00027345,0.00027646,0.00014947,0.00019195,2.3100000000000002e-07,2.49e-06,5.3200000000000006e-05,9.990000000000002e-05,0.00025767,0.00038686,0.0006321,0.00058059,0.00040755,0.00050814,-22128.2685,-29392.3878,-42104.0318,-65128.3507,-111765.5878,-209649.2518,-431583.8073,-878494.475,-1895336.5280000002,-4067368.227,426.49300000000005,283.1854,202.7626,156.7637,134.4581,126.0771,129.7533,132.0426,142.4398,152.83700000000002,0.9616899999999999,3.4075,10.936,31.9674,83.1253,195.5768,415.5688,886.5798,1773.1756,3546.3349,7.0314,18.6524,47.0335,112.8907,255.8937,551.8797,1135.6693,2339.6733,4678.8674,9358.6697
136,99.9973,9.709999999999999e-07,8.23e-06,3.78e-05,0.00036045,0.00084533,0.00014182,0.00010318,0.00099446,7.670000000000001e-05,0.00011884,5.4492,-31.2336,-348.1065,-6414.2569,-19543.7511,-2530.5023,-1759.6199,-25904.4468,-1273.7365,-1989.8183,-600.5212,-187.296,-14.5181,65.6705,44.7722,-2.7476,-10.0884,5.0572,-5.1738,17.4222,0.033514999999999996,0.22691,3.8469,26.7272,197.5022,29.6076,33.1192,379.5123,18.0088,37.9179,0.1335,1.2888,7.4978,69.1916,359.9804,68.3358,68.2511,734.9659,46.4218,61.4224,-57286244.27,-68660756.87,-90295998.59,-129992716.0,-209644873.6,-373090951.2,-735637456.8,-1441924927.0,-3011719671.0,-6279180747,1166.4473,700.9498,462.8468,334.605,271.1602,242.2062,239.0328,234.4781,244.8753,255.2726,885.3517,3164.1918,10203.7149,29562.1226,76515.7047,180056.7756,383367.4198,821496.8908,1642711.879,3287417.6180000002,6424.1099,17081.3252,43601.1911,106021.1432,234070.9904,504090.8607,1063488.896,2163425.6119999997,4345941.285,8676976.877,99.9999,3.69e-08,3.03e-07,1.39e-06,1.39e-05,3.2e-05,5.5e-06,3.89e-06,3.66e-05,2.87e-06,4.57e-06,0.0016817999999999998,0.010855,0.041819999999999996,0.28758,0.48268999999999995,0.11302000000000001,0.083965,0.44211999999999996,0.063223,0.09928300000000001,-1691.5799,-805.7158,-398.9756,-197.0424,-156.85399999999998,-181.0591,-165.0612,-147.2431,-158.4422,-134.4938,1.34e-06,8.85e-06,0.00015133,0.0010999,0.007924800000000001,0.0012185,0.0013130000000000001,0.014808000000000002,0.00071331,0.0015517,5.19e-06,4.94e-05,0.00029113,0.0028768,0.014385,0.002806,0.0026686,0.028654000000000002,0.0018376999999999998,0.0025335,-21699.2842,-28813.456000000002,-41238.926,-63727.7863,-109232.8098,-204729.0418,-421396.8272,-857669.5538,-1850738.3380000002,-3972275.165,424.8011,282.1846,202.097,156.2784,134.059,125.7213,129.4131,131.7195,142.1167,152.5139,0.93996,3.333,10.7098,31.2904,81.3101,191.3231,406.7381,868.4807,1736.9104,3474.2404,6.8707,18.2199,46.0028,110.6755,249.9463,539.2405,1114.3607,2290.9603,4585.9018,9168.806999999999
137,99.9989,1.6300000000000002e-07,1.1e-06,1.0800000000000002e-05,4.15e-05,5.629999999999999e-05,4.71e-05,6.95e-05,0.00044054,1.9399999999999997e-05,0.00044744,2.9292,9.2168,-42.8938,-522.7294,-898.5219999999999,-782.0478,-1286.2945,-12952.7216,-239.332,-12617.3149,-708.3229,-220.5851,-29.8736,15.3282,-10.7498,-15.4014,-15.6038,-22.7295,-29.8284,2.8972,0.0055265,0.053610000000000005,0.9113700000000001,5.6967,9.3452,8.0208,23.2816,183.2892,6.9686,187.8074,0.010740999999999999,0.1101,1.755,11.5673,25.971,19.3672,37.1167,412.4877,14.5111,386.4503,-68398448.2,-82207453.15,-108674535.6,-157249057.2,-255069557.1,-455859765.3,-899493904.8,-1763355179.0,-3681219194.0,-7671418980,1184.1062,711.1229,469.3874,339.212,274.8172,245.391,242.0501,237.3159,247.7131,258.1104,1092.0195,3872.5365,12416.4414,36267.1034,94155.9315,221235.0057,469700.8726,998746.1512,1997215.64,3988038.7630000003,7963.053000000001,21211.3551,53448.7192,128798.7191,291699.2816,628980.7889,1273174.648,2645467.294,5249916.282,10522413.86,100.0,6.21e-09,4.16e-08,4.1299999999999995e-07,1.59e-06,2.15e-06,1.79e-06,2.62e-06,1.66e-05,7.28e-07,1.67e-05,0.00036044,0.0020496,0.015719999999999998,0.047893,0.058211,0.047519,0.065164,0.24800999999999998,0.022194,0.26876,-1817.2364,-845.773,-419.8033,-251.5493,-217.4644,-189.7236,-180.3398,-176.8616,-184.0657,-151.5892,1.92e-07,1.85e-06,3.16e-05,0.00019927,0.00032598,0.00027585,0.00079876,0.0062795,0.00023752,0.0063853,3.7200000000000005e-07,3.78e-06,6.08e-05,0.00040239,0.00090601,0.00066441,0.0012727,0.014121000000000002,0.00049279,0.013143,-22589.0594,-29982.2413,-42926.5771,-66366.5336,-113836.7111,-213463.6994,-439308.8582,-893926.3773,-1928380.9130000002,-4137817.318,428.2696,284.1829,203.3819,157.1837,134.7778,126.3472,130.006,132.2772,142.6744,153.0716,0.98049,3.4729,11.1474,32.5826,84.6927,199.2275,423.2903,902.4580000000001,1804.8687,3608.6378,7.167999999999999,19.0201,47.9383,115.2156,261.0031,563.1421,1154.7274,2383.2634,4759.3099,9522.7689
138,99.8753,0.0083507,0.0063133,0.010177,0.010425,0.028359,0.0099827,0.0006007,0.0028245,0.0038275999999999996,0.043884,-149564.078,-108973.7872,-198626.0277,-193367.342,-620716.8329,-195652.1203,-8143.8641,-47558.9228,-65819.8739,-1027580.578,-259.6064,4.1632,58.3004,130.2499,94.3037,62.6431,21.8413,38.2331,62.458999999999996,84.2162,218.34,220.8874,765.0223,355.4735,3960.0772,1043.4195,89.5533,192.3489,637.4859,8910.2322,902.6743,837.545,2221.4517,2316.1929,7306.771,1787.4588,200.7468,737.2126,976.5925,16306.3862,-31015366.02,-37672261.83,-50361964.04,-74334192.52,-122929699.5,-224292970.0,-445432560.9,-883041061.0,-1846577079.0,-3852490749,1095.7169,662.8767,440.6432,320.423,261.0368,234.0276,231.4167,227.4837,237.8821,248.2874,1176.5033,3374.8679,8577.9885,19316.0654,44210.7382,103580.1053,219547.5847,469720.7793,942728.61,1905416.533,8871.3892,19113.2879,41342.3812,92506.4112,150103.878,293014.2444,601263.6954,1215151.521,2591230.331,5073923.094,99.993,0.00062101,0.00038393,0.00062666,0.00063094,0.0020746,0.00052973,0.00013236,0.0001465,0.00024953,0.0015946,2.9556,2.3465,1.4158,2.8541,-2.2495,2.0924,1.0446,1.2576,1.604,-0.56491,-1277.2341,-569.7863,-299.1866,-113.4445,-94.3953,-85.02,-104.9392,-80.2519,-78.5699,-48.562,0.024776,0.020494,0.065933,0.031247000000000004,0.4212,0.081495,0.026739999999999996,0.014865999999999999,0.055927,0.45388,0.10842,0.080818,0.23010999999999998,0.21305,0.75863,0.17607,0.062902,0.061223,0.099647,0.74912,-18359.7315,-24639.6001,-35655.7586,-55754.643,-96596.3007,-182569.2652,-377074.7211,-770388.6433,-1663732.035,-3573320.5239999997,409.8298,274.0757,197.3398,153.2574,131.9103,124.0011,127.8265,130.2708,140.6681,151.0655,0.90846,3.127,9.7487,28.0579,72.408,170.1201,361.0273,770.4575,1541.8695,3091.1665,6.7985,17.4089,42.7665,101.5948,223.3473,478.9941,986.4928,2023.7052,4089.7288,8161.7543
139,99.98299999999999,2.89e-06,3.14e-05,0.00024849,0.00044118,0.0024314,0.000767,0.00072258,0.0012487,0.00054557,0.010518000000000001,6.5769,-63.8959,-1819.7354,-3899.9758,-34970.6572,-9487.2765,-8679.5134,-15762.1091,-6137.444,-182522.896,-595.0714,-104.3295,17.8718,50.6409,40.032,7.1664,21.9063,21.1633,16.7511,33.0433,0.031525,0.8698100000000001,7.6815,42.1146,228.3378,103.9771,85.7339,132.8446,95.162,1966.5967,0.13176,1.9437,23.6857,55.1986,634.1536,233.9187,222.7283,374.1987,215.4871,3944.1543,-29369588.55,-35325279.69,-46675127.57,-67303646.33,-108709123.2,-193846813.4,-383825095.2,-752982980.4,-1575430436.0,-3289418308,1100.1597,663.5272,439.6111,318.6948,258.9218,231.8053,229.2763,225.3169,235.7143,246.113,513.5405,1848.0692,5936.5278,17056.0417,43725.657999999996,102965.058,218573.4983,465741.439,930375.0392,1845317.385,3733.5069,9903.3309,25350.5629,61365.253,134935.6474,290342.1243,598552.7538,1249699.659,2415717.601,4869172.364,99.9993,1.0699999999999999e-07,1.26e-06,1.01e-05,1.87e-05,9.39e-05,3.0299999999999998e-05,2.84e-05,5.24e-05,2.3100000000000002e-05,0.00044860000000000006,0.0040135,0.037379,0.20781,0.32975,0.79581,0.3585,0.35603,0.59046,0.31195,1.3353,-1629.5529999999999,-686.1331,-342.1277,-195.2957,-150.5678,-161.4058,-130.6801,-124.1664,-125.429,-107.8903,2.09e-06,5.91e-05,0.00054033,0.0029645,0.015203999999999999,0.0070888,0.0057637,0.0096321,0.0069277,0.14437,8.58e-06,0.00012951,0.00159,0.0041744,0.041683,0.015868,0.014906,0.025715,0.015733,0.28994000000000003,-18536.5364,-24735.3218,-35544.7537,-55069.4136,-94587.1776,-177589.8029,-366244.2314,-746171.0994,-1611838.1469999999,-3462649.8460000004,411.2613,274.539,197.3483,153.0256,131.5555,123.5932,127.4167,129.8449,140.2421,150.6394,0.83888,2.9782,9.5697,27.9211,72.4792,170.5928,362.4585,773.0033,1545.6366,3086.3303,6.1389,16.2538,41.0607,98.6984,223.08599999999998,481.3591,990.3138,2046.5355,4063.2478,8143.3719
140,99.9923,9.3e-06,2.24e-05,0.00015386,0.00050432,0.00028692,0.00023663,0.00064116,0.0022684000000000003,0.00029075,0.0033235,-26.6487,-51.7586,-885.1778,-4447.4536,-2520.2083,-2120.9316,-7382.7184,-34259.9849,-2862.32,-52198.309,-553.8522,-144.7347,20.9445,59.8315,43.9698,9.7301,25.2656,27.2665,15.7818,33.7858,0.14581,0.7177399999999999,5.4306,34.9441,27.7953,43.0044,85.72399999999999,474.4935,44.091,665.6016,1.2547,2.1682,11.4899,51.6619,49.6698,57.0147,149.0503,875.8303,72.0637,1387.7231,-30424045.51,-36585611.4,-48212546.11,-69571472.18,-112501909.0,-200625620.5,-395873106.3,-777569947.8,-1626741894.0,-3396576165,1103.965,665.654,440.8297,319.5398,259.5755,232.3592,229.7483,225.7794,236.1767,246.5744,478.7698,1727.3611,5603.134,16142.1663,41881.8717,98809.9417,210646.7977,452200.8651,904474.9603,1816308.9630000002,3435.7208,9285.8057,23938.7215,57443.9192,128569.3085,276214.2306,587583.2719,1182243.271,2419219.571,4797633.899,99.9997,4.19e-07,9.67e-07,6.61e-06,2.22e-05,1.21e-05,1.0199999999999999e-05,2.7600000000000003e-05,0.00010091,1.27e-05,0.00014796,0.011711,0.028252,0.15508,0.40386,0.22489,0.18422,0.38038,0.76455,0.20947,0.97609,-1587.4591,-724.9251,-337.1913,-186.4713,-146.2848,-151.5184,-126.8021,-117.1619,-126.3828,-109.4062,1.11e-05,5.18e-05,0.00039637,0.0026003,0.0019738,0.0031177,0.0062433,0.035392,0.0032346,0.049738,9.7e-05,0.00015449,0.00082164,0.0038375,0.00346,0.0041198,0.010742,0.065742,0.0052853,0.10371,-18708.7751,-24955.8319,-35829.4949,-55507.320999999996,-95337.8941,-178973.7443,-368797.5762,-751543.8792,-1623355.5690000001,-3487241.088,412.0674,274.9893,197.6062,153.2037,131.6935,123.7096,127.5159,129.9418,140.3391,150.7363,0.82747,2.9414,9.476,27.6441,71.8481,169.1543,359.7468,768.5812,1537.2244,3077.1969,6.0373,16.0433,40.5954,97.734,220.9962,476.4706,986.8867,2024.0652,4067.4647,8122.0671
141,99.9988,3.33e-07,2.52e-06,4.79e-05,0.00013351,0.00011535,0.00011568,1.93e-05,0.00014828,3.43e-05,0.00053919,5.9886,11.2942,-694.3163,-2696.0029,-2507.7176,-2565.7054,-262.9603,-4032.337,-607.1193,-18326.556,-548.9635,-155.1309,0.061350999999999996,58.1673,30.2433,17.4353,2.4233,20.2258,5.8169,9.3853,0.014852,0.13940999999999998,3.9273,32.7109,29.9748,42.8538,4.9957,66.1347,14.335,263.9451,0.023694,0.26871999999999996,7.4031,35.3211,37.5057,61.8452,10.8872,115.1484,26.1896,547.6817,-78981134.52,-94872654.98,-125382355.7,-181387210.6,-294113005.1,-525343088.8,-1036637988.0,-2031962414.0,-4240479550.0,-8834019262,1198.3308,719.166,474.4121,342.6606,277.4733,247.6476,244.1808,239.3167,249.7139,260.1112,1236.0717,4405.2954,14217.5686,41399.2769,107288.8824,252219.086,535688.3297,1140835.0659999999,2281157.52,4554142.778,8995.7768,23956.4218,61076.3358,147111.5693,331929.8694,713320.377,1457560.894,3022102.666,5992275.893999999,12015598.54,100.0,1.23e-08,9.19e-08,1.76e-06,4.94e-06,4.26e-06,4.3e-06,7.2e-07,5.52e-06,1.27e-06,1.98e-05,0.00071263,0.0043233,0.055348,0.13237000000000002,0.10895,0.10815,0.023145,0.11621,0.036723,0.30885,-1672.1461,-790.503,-395.5632,-212.7454,-178.1181,-159.5059,-164.0075,-135.7428,-150.1871,-149.8124,4.44e-07,4.16e-06,0.00011849,0.0009862,0.00090625,0.0012992000000000001,0.00015182,0.0020142,0.00043337,0.007937600000000001,6.990000000000001e-07,7.9e-06,0.00022039,0.0010653,0.0011202999999999999,0.0018730999999999997,0.00033227,0.0035079,0.00078836,0.016474000000000003,-23321.1676,-30925.5006,-44249.2411,-68379.6556,-117242.4211,-219768.1737,-452192.5113,-919961.2459999999,-1984121.705,-4256640.869,431.0216,285.7388,204.3537,157.8506,135.2913,126.7834,130.4179,132.664,143.0612,153.4584,1.0039,3.5588,11.440999999999999,33.4241,86.8586,204.3403,434.181,925.953,1851.8302,3702.4074,7.337999999999999,19.4662,49.1613,118.1961,267.578,577.0377,1185.4045,2445.3319,4882.5112,9770.1499
142,99.993,7.559999999999999e-07,2.55e-06,5.5700000000000005e-05,9.17e-05,0.00023367,0.0003125,0.00020641,0.0021435,0.00016267,0.0037436999999999995,5.612,3.4963,-839.5235,-1516.3883,-5598.3657,-9163.5163,-5468.1454,-85350.3337,-3925.5654,-152041.7163,-650.4395,-224.8593,-5.5423,43.4978,19.639,-8.5416,-5.6263,-1.1697,-7.7635,36.4355,0.024677,0.18978,5.1134,15.0471,32.686,64.6592,90.6154,933.3879,63.6414,1677.2685,0.079946,0.51089,10.425,20.8103,114.7677,242.665,185.4682,2136.8356,141.6793,3431.6293,-73483530.15,-88314704.15,-116850746.0,-169070097.5,-274385888.2,-490357385.5,-967748296.3,-1895537925.0,-3956440358.0,-8243276064,1191.1629,715.1257,471.9228,340.9531,276.1706,246.5447,243.142,238.3321,248.7294,259.1271,1201.8544,4272.804,13674.9747,39787.4583,103176.0496,242132.49399999998,513168.7579,1086546.102,2172048.247,4323307.663,8757.8764,23328.0119,58802.2804,142044.9876,323550.1617,693145.2997,1380035.0369999998,2898378.792,5671638.911,11405261.15,99.9997,2.8700000000000002e-08,9.460000000000001e-08,2.07e-06,3.43e-06,8.84e-06,1.1599999999999999e-05,7.52e-06,7.780000000000001e-05,5.86e-06,0.00013468,0.001402,0.0041326,0.061225,0.096752,0.19334,0.20017000000000001,0.14876,0.6491,0.1283,1.0355,-1771.7046,-853.9441,-402.3715,-224.9285,-186.3508,-184.4338,-171.1942,-156.7168,-159.0882,-119.3651,8.05e-07,6.07e-06,0.00016337,0.00048698,0.0010599000000000001,0.0020561999999999998,0.002844,0.029205000000000002,0.0019730999999999998,0.051959000000000005,2.62e-06,1.64e-05,0.00033053,0.00067542,0.0037116999999999996,0.0077393,0.005822,0.066803,0.004382100000000001,0.10634,-22950.8235,-30449.8919,-43591.4822,-67379.1344,-115566.3985,-216676.4613,-445889.7589,-907094.7755,-1956575.356,-4197915.574,429.6387,284.9593,203.8735,157.5212,135.0402,126.5708,130.2176,132.4741,142.8713,153.2685,0.99821,3.5368,11.3502,33.159,86.1769,202.6743,430.4817,917.1118,1834.0619,3664.9369,7.2984,19.3609,48.7968,117.3073,266.1232,573.5557,1172.2193,2425.0043,4829.5448,9670.6629
143,99.9995,1.5e-07,1.3e-06,6.15e-06,5.94e-05,3.6200000000000006e-05,8.66e-05,1.52e-05,5.02e-05,1.82e-05,0.00022901,2.8206,9.3133,-12.4532,-771.4158,-447.561,-1628.6633,-171.9074,-971.322,-207.5723,-5635.9022,-709.5830000000001,-221.3814,-55.4394,39.7508,23.3327,15.2104,-7.8237,-6.3262,1.4297,25.1071,0.0049854999999999995,0.074312,0.6952,13.7772,3.9121,22.2456,6.3339,13.0249,5.0841,88.7308,0.0094285,0.13782,1.2089,14.2545,8.884,37.0011,8.4021,43.9599,7.6492,161.3299,-70732446.1,-84837275.85,-111798396.6,-161223172.8,-260646547.0,-464783279.4,-916440795.2,-1795687844.0,-3748547919.0,-7811422385,1187.4264,712.8912,470.3831,339.8149,275.2207,245.6998,242.3307,237.5722,247.9695,258.3667,1102.0559,3906.0598,12601.468,36723.9213,95386.94300000001,224363.5087,476704.4243,1015938.045,2031541.802,4058878.3660000004,8040.5987,21399.6397,53901.1116,130058.0896,293615.8119,634799.2745,1299634.17,2687380.387,5349675.368,10710449.49,100.0,5.63e-09,4.85e-08,2.3e-07,2.23e-06,1.34e-06,3.23e-06,5.73e-07,1.88e-06,6.78e-07,8.56e-06,0.00033052,0.0023469999999999997,0.0092169,0.067368,0.041421,0.08100700000000001,0.018195,0.046181,0.021491,0.16979,-1820.3774,-849.9109,-447.3085,-227.9701,-182.8039,-159.9762,-172.5273,-160.9018,-153.0275,-129.4383,1.68e-07,2.47e-06,2.3199999999999998e-05,0.0004626,0.00013017,0.00074581,0.00021376,0.00043937,0.00017021,0.0029749000000000004,3.18e-07,4.57e-06,4.04e-05,0.00047833,0.00029692,0.0012399000000000002,0.00028334,0.0014809,0.00025611,0.0054095,-22758.7492,-30188.2074,-43186.9329,-66715.9749,-114350.3291,-214319.4768,-440992.1103,-897238.3896,-1935472.493,-4152936.017,428.9152,284.5267,203.5755,157.3009,134.8562,126.4071,130.0605,132.327,142.7242,153.1214,0.9822299999999999,3.4785,11.1794,32.6627,84.9108,199.7791,424.5186,905.4611,1810.8629,3621.0111,7.1816,19.053,48.0091,115.4317,261.3251,564.1946,1159.4812,2390.5827,4776.8253,9555.6165
