,maxIntensity,meanIntensity
126,78.41432628,77.60220662
127,79.96329419,79.04687656
128,79.52167568,78.56173815
129,80.44018423,77.75288917
130,81.55673945,80.1920258
131,81.4490198,79.27909966
132,79.86400003,78.70700983
133,79.38019831,78.22180195
134,79.4854645,78.57026414
135,79.99607057,78.30752882
136,80.17733271,78.45396724
137,80.18856696,78.47745004
138,73.32477768,67.09084973
139,69.15421037,66.02683392
140,73.28218021,69.18169803
141,77.37453106,76.40210557
142,77.84150609,76.77754482
143,77.98914808,76.81614005
144,81.57823767,79.87062645
145,80.98588731,79.31977469
146,81.30122098,80.1883044
147,77.95208663,77.251909
148,79.51589391,77.82877361
149,79.9648859,78.21591065
150,81.56378129,80.65603684
151,81.73484695,80.67348955
152,78.87700345,77.97252431
153,72.27417044,69.93955035
154,72.27161069,70.06793095
155,74.40925794,71.81019275
156,78.73418803,77.17117375
157,77.82978206,76.58686883
158,78.19201656,76.12164883
159,71.82257516,70.30009556
160,73.64121221,72.65853399
161,69.99612138,68.4159914
162,75.27689918,71.29094083
163,69.06395118,66.50907576
164,73.25736831,69.51102869
165,59.5368197,54.0242227
166,60.25165477,56.6554716
167,60.267187,56.14660693
168,71.31484602,65.90970644
169,64.24143863,62.13123363
170,68.09075801,65.90466359
171,79.31364306,74.59297571
172,79.70090998,75.82429094
173,78.32883764,75.54612079
174,76.40946249,75.49747852
175,74.87250687,72.96821031
176,73.60852874,71.97285716
177,71.04791921,69.39992561
178,73.97094279,72.44668083
179,76.83245587,73.6283429
180,79.0573327,77.19383851
181,80.27055683,78.07956544
182,80.34661274,78.63920356
183,79.02368848,75.40220076
184,82.54518345,78.31611401
185,78.54861605,73.51795928
186,69.81358893,67.34135363
187,71.8581641,69.87430494
188,73.98360997,72.10263158
189,67.38068074,64.96702326
190,66.90456484,64.14954986
191,69.14893454,64.27872472
192,49.56579302,44.41565011
193,61.26292382,54.62839866
194,53.65007986,47.36042035
195,80.98901856,80.24598985
196,82.04223888,80.91049339
197,81.17503818,80.56994441
198,79.13486671,78.19135642
199,81.09929724,80.00646849
200,81.06098755,79.9014852
201,78.05160574,76.8682096
202,79.6742954,77.63767892
203,79.88413571,77.52146865
204,81.44786529,79.71212219
205,83.04424241,80.84275071
206,82.43683083,80.1770726
207,78.7780843,77.9256556
208,80.40514668,79.6171676
209,80.72693073,79.12545853
210,72.33438071,69.66474848
211,69.68126934,66.77447035
212,71.04715044,68.5359529
213,86.31617587,85.09635289
214,81.69747052,79.97762991
215,82.9450432,80.14292719
216,82.94153337,81.53996869
217,83.04832904,81.70774443
218,83.3256807,81.60109475
219,80.0428521,78.65832343
220,79.98996607,78.6433733
221,79.84540096,78.94375012
222,80.75250004,78.34613134
223,79.42262796,77.96166796
224,80.35744428,77.75811036
225,80.87487832,79.61265072
226,80.19813683,79.24101498
227,81.00693759,79.32711284
228,71.35952452,69.72970634
229,70.68143049,69.23300052
230,73.4493222,71.14195941
231,80.62637441,79.06465106
232,83.48558055,80.33979258
233,82.75877491,80.38177539
234,75.43024691,73.84611681
235,78.0249622,75.49572361
236,74.31432852,71.91008363
237,75.54558512,72.84092995
238,75.09793559,74.00020746
239,75.86364903,74.08959038
240,79.52069308,78.7422728
241,80.65193789,79.7264104
242,79.43673109,77.1487512
243,74.35731985,71.8744342
244,74.81802743,72.01681056
245,72.25260645,69.45353529
246,44.13349197,39.98410852
247,50.72742388,44.97212626
248,48.66153087,46.70943578
249,70.71511586,68.65806776
250,68.36391621,67.19731454
251,70.97314738,68.91339926
252,68.26435505,66.04193761
253,65.28669861,63.83334403
254,61.53776808,59.29987229
255,82.02801638,80.80469789
256,81.33611232,79.72614877
257,81.27920482,80.22278222
258,75.09288826,70.40834973
259,75.83829775,72.90342603
260,81.18471094,76.99707473
261,79.79740948,77.32037118
262,80.27060435,77.87194583
263,78.41462858,76.65614308
264,78.22232577,75.84881495
265,78.64706074,76.16148215
266,78.86368811,76.2420062
267,80.07168836,79.29342914
268,77.86828908,77.4234398
269,79.11850488,77.96645161
270,78.92139095,77.51471527
271,78.65517142,77.04425731
272,78.49014169,76.87714242
273,67.44458592,64.0621919
274,71.43442809,69.28492552
275,69.83078305,66.99987223
276,79.46252805,77.80180909
277,79.77358328,78.58935061
278,79.02305448,77.25056143
279,81.77208542,79.80484605
280,82.73164199,80.64457435
281,82.06578791,80.84850513
282,73.26668508,71.71265092
283,74.26448583,71.77485324
284,75.49981864,73.79533144
285,71.0069027,67.47577297
286,71.97467911,66.89018214
287,71.96792975,69.06030177
288,78.25429285,76.58978485
289,77.90819777,76.80735893
290,77.76562906,76.98770567
291,74.258865,71.06990012
292,76.38450799,71.79572179
293,77.58220107,73.64461224
294,78.56154061,77.54561772
295,78.69456992,77.63931146
296,78.24729939,77.31447277
297,79.68837586,78.26786593
298,80.88159614,79.61001342
299,80.94364599,79.33174518
300,73.2697407,70.18164142
301,71.96516357,69.91614055
302,73.90760023,72.04729574
303,73.75053133,71.40495432
304,74.21754203,71.39167304
305,70.99220799,68.02430107
306,81.67541567,79.65161803
307,81.9414155,80.13443142
308,81.55684322,79.68812479
309,80.03139954,77.73423627
310,78.55048548,76.19624446
311,80.94731647,79.76512921
312,77.04110331,74.5317212
313,75.29018008,70.08183833
314,71.08466877,66.14735225
315,78.61118807,76.39985398
316,79.39200103,77.10921304
317,79.06008113,77.6362781
318,71.39945146,67.80586246
319,70.29416631,66.8821448
320,69.82374943,67.16145367
321,71.98620018,71.0236289
322,74.8683303,73.46099561
323,77.66896494,75.0490459
324,73.75601966,70.6749251
325,72.69750058,69.10250693
326,73.94688473,71.34379541
327,76.7470799,73.79037266
328,75.06335177,71.70053488
329,74.94415292,72.47482655
330,60.4528805,55.67358629
331,63.64943226,60.98889604
332,58.15818283,56.40151217
333,76.8364753,74.70667857
334,76.14135101,74.0739341
335,75.82418179,73.10577908
336,76.8305218,72.87801364
337,74.32479485,71.22906179
338,76.97252576,74.17879818
339,63.43495004,55.63845751
340,72.43715868,68.67318579
341,72.35744718,69.37572081
342,83.89269352,82.13369723
343,82.88216458,81.0614801
344,83.00214763,81.35471207
345,80.86959097,78.61204502
346,80.46224354,76.81888784
347,81.16880488,78.57961763
348,82.14119455,79.93988179
349,80.42030863,78.90909581
350,79.44034003,77.63887997
351,67.27416887,65.40648297
352,65.37350141,64.00165917
353,63.86018271,61.27850596
354,66.85522725,64.78699264
355,64.44506228,62.6391122
356,61.97056273,59.63857527
357,79.03405627,77.67656448
358,80.62092566,77.52656746
359,80.89773569,78.2335186
360,73.8629769,71.43470578
361,72.21581823,69.42720952
362,70.57519448,68.77716733
363,80.82730885,79.17212656
364,80.06177368,78.89447682
365,79.62513655,78.71101686
366,73.37945675,71.28410929
367,74.34523061,71.44368139
368,75.6469028,73.43864348
369,79.29471287,78.57187536
370,80.71483869,79.5459438
371,78.78255338,77.46358442
372,69.86003796,67.06254161
373,67.26685137,65.38796245
374,64.53542981,62.30999457
375,80.04700006,78.39627559
376,80.12721637,78.65296477
377,79.90909686,78.62868464
378,79.7241789,77.95343993
379,79.06625293,77.89589617
380,79.6278893,77.95534218
381,73.13796505,70.77551248
382,72.74947927,70.69666937
383,74.09935147,72.07191009
384,78.53273395,76.24098694
385,79.33667148,76.34150987
386,77.77182655,74.51031245
387,73.45768238,72.23522778
388,78.94842077,76.83620951
389,79.60035659,78.08786722
390,80.92954666,80.2685398
391,81.953599,80.8720371
392,81.89666331,81.0323029
393,79.81561961,78.28797993
394,79.76009137,78.5215363
395,82.40662455,80.96549951
396,79.79094626,78.02494065
397,78.2879205,76.80058099
398,78.68013605,78.08953588
399,82.28309969,80.44630988
400,80.47949971,79.35419302
401,82.0718486,79.48658372
402,80.20670156,77.1022453
403,80.33462628,77.56371376
404,80.24642288,78.9018533
405,80.49935681,79.20952202
406,79.99289652,78.85463418
407,80.55277713,79.09971108
408,81.7656038,79.18191977
409,80.91214669,78.51408708
410,81.63104477,80.749998
411,74.31076459,71.49141304
412,73.55534039,71.70613489
413,80.40496601,77.38098928
414,82.00050351,81.23889986
415,81.49240389,79.91161031
416,81.16577984,79.24650521
417,80.8785865,77.32281481
418,80.26464825,77.03299125
419,81.43829628,78.95177363
420,79.23804554,77.65236437
421,79.23775728,77.50320604
422,78.79156673,77.35102421
423,74.97335542,70.76837218
424,74.28916239,71.5004317
425,71.93238982,68.7465821
426,78.40552401,74.57981653
427,80.85680252,75.75458482
428,79.54028331,74.45936109
429,76.2225571,74.91796175
430,76.27327772,75.13359471
431,76.37045583,74.89976188
432,71.50992918,66.66580648
433,69.15960661,65.97622775
434,71.65088467,68.46720999
435,80.09280079,79.09278356
436,80.89252023,79.76774608
437,80.92718217,79.30146166
438,80.44978329,78.52280531
439,80.71095105,77.73739828
440,80.91351446,78.46173845
441,78.87166515,76.44108835
442,81.32369553,79.96721519
443,77.91105111,74.93011025
444,79.34915909,77.85689913
445,79.69134692,77.83823016
446,78.07782282,76.32158823
447,78.76126766,77.87158128
448,79.488353,78.41981376
449,78.38251105,77.52463129
450,78.98534208,75.90002025
451,79.40316955,76.94926006
452,79.448098,77.09218708
453,72.85871167,69.42831896
454,73.83552547,70.48501565
455,72.1633895,70.0389126
456,74.75827744,72.02509014
457,78.13866532,76.32896481
458,77.3308774,75.68223472
459,81.08205177,79.39106588
460,81.27121358,78.88548152
461,80.44442111,78.80973074
462,80.3611385,78.77434583
463,81.48616481,79.56048859
464,82.97630351,81.35622586
465,83.13780497,80.59688894
466,80.51605162,78.72887278
467,81.96662562,80.64321061
468,76.21196763,73.73292201
469,73.91346838,71.65301519
470,74.06897548,70.33175987
471,77.65231691,75.91649553
472,79.06709867,76.93508206
473,78.63317971,76.11673813
474,79.50446613,78.493662
475,78.77176308,77.80317147
476,80.137566,79.12063096
477,45.49715994,42.81645937
478,52.28771181,47.4365929
479,54.74295956,50.58426389
480,78.15113351,77.10793634
481,79.99170559,79.04152423
482,79.88157958,78.84473675
483,80.32989004,78.04374917
484,80.85468327,78.81894987
485,81.608592,80.37388063
486,62.28057561,60.05358984
487,70.09031956,66.19304014
488,65.33523736,63.44546999
489,81.1510971,79.93659124
490,80.06268538,79.142355
491,79.69058249,78.61102551
492,77.97529615,76.50360309
493,77.31803718,75.63782628
494,76.1307109,73.68644987
495,80.29075811,78.24800057
496,79.58056229,77.96004259
497,80.27108293,78.84251586
498,74.47023639,71.9812467
499,76.92019194,73.93933804
500,76.28976643,74.34857386
501,77.02862267,75.8271399
502,76.6367575,75.43455788
503,76.8010128,75.03959422
504,78.81790992,77.32886507
505,78.95051183,76.9325867
506,78.67501214,76.93404259
507,73.06587353,70.27945504
508,82.52913548,78.54778545
509,71.64514218,67.42009078
510,79.54727784,77.98701568
511,79.38339896,77.76564676
512,79.95907109,78.18672989
513,53.1076941,48.47495494
514,52.93686941,48.51313164
515,48.83706337,45.30821151
516,80.79480015,78.56978124
517,81.52629722,79.30779824
518,81.10254498,79.84570086
519,78.82417512,77.24595103
520,77.38250035,76.15647652
521,78.18144864,76.8064756
522,82.28739838,79.605335
523,83.86222166,80.32184986
524,80.61409006,78.29889027
525,79.56556847,78.45855106
526,77.29762008,75.44530748
527,82.17406959,80.62339855
528,80.22138503,78.87365876
529,80.99888843,79.36914019
530,80.44932997,79.15283898
531,80.12389753,78.74441673
532,79.84079547,79.05050382
533,80.47955848,79.67705909
534,78.31624197,77.20070007
535,80.41910195,77.93862694
536,78.12603109,76.84241642
537,80.85534429,79.19017637
538,80.24547104,76.00768811
539,80.33788726,77.88592744
540,73.31674383,70.08115545
541,74.56438115,70.44011943
542,73.11373718,70.65975798
543,80.58537361,78.4071767
544,80.34207156,79.02578371
545,83.4685098,79.13268889
546,68.07569744,66.33167019
547,72.30924147,69.52913771
548,67.65554611,65.70745091
549,77.47091117,75.29920399
550,74.65482675,72.97863891
551,74.74774057,71.80745157
552,69.78667659,65.77899187
553,66.1665765,62.98188628
554,67.95452859,62.61843383
555,80.51031432,78.52316944
556,82.15489351,79.77347043
557,80.63056182,79.5476718
558,69.23186576,67.24704676
559,69.25282538,67.41764004
560,65.66456804,63.45747279
561,79.71821074,77.40202314
562,79.58232505,77.59393592
563,79.40939709,78.36426591
564,77.92180448,75.2047685
565,77.87218149,75.65068684
566,77.66176573,74.66841729
567,79.64556142,78.60115907
568,80.64342448,79.01725501
569,79.36007265,78.52118396
570,67.99848566,66.54531051
571,67.16970789,65.83126791
572,67.45652591,65.85963796
573,77.48274619,76.02422131
574,79.04121905,77.7487202
575,76.72774756,75.05904677
576,80.05999308,78.39350848
577,80.72683212,79.26343764
578,80.37952145,78.64837829
579,73.97370538,71.50267191
580,74.22094552,70.93931832
581,72.73280881,69.85232655
582,81.96078422,80.08464749
583,80.73380052,79.66578271
584,81.00708175,79.61938846
585,80.1713168,79.40754905
586,80.75114627,79.48081394
587,81.33585642,79.95292774
588,78.38776399,77.00572696
589,78.92812509,77.79623924
590,79.90033137,78.51357359
591,81.11076504,80.35251148
592,81.4483856,80.42985947
593,81.98475448,80.06954193
594,79.83915577,74.61033365
595,76.6338151,74.11021504
596,72.15228476,70.20341791
597,77.60075711,76.50079594
598,76.94002209,75.96483703
599,78.28894423,76.41734152
600,71.31479237,69.55708449
601,71.40664709,68.70636088
602,72.38279847,70.46493744
603,75.8169296,72.68984532
604,76.75889957,75.2375749
605,75.39391217,73.16443678
606,62.18302064,55.79098005
607,59.76283038,53.91937631
608,66.19914495,53.8914034
609,81.42078103,78.30815696
610,80.31043248,78.07638822
611,81.5646887,78.13438827
612,70.35842202,67.78927391
613,72.41860341,69.15020835
614,72.99594463,71.33671971
615,75.86627465,74.19705607
616,76.33022339,75.04089368
617,76.95566137,75.63727792
618,77.1441517,74.7073326
619,77.71212639,73.38714794
620,76.05584218,74.11622593
621,72.85915687,70.86450312
622,71.90125625,70.19469086
623,71.99446362,69.92579966
624,79.94465119,78.79209206
625,78.65610388,77.84521738
626,80.13528326,78.75478665
627,81.79946846,80.51397551
628,81.10993404,79.70122799
629,80.00197131,78.89068062
630,72.72110994,70.98242712
631,72.85971717,71.4736259
632,73.75231621,71.97984409
633,60.02681714,56.95394396
634,59.31802517,56.91588948
635,61.92853185,59.32390271
636,80.3293176,78.14119568
637,81.1354109,79.63436996
638,79.63013667,78.25510407
639,75.68876514,73.11115497
640,80.40209063,75.70899132
641,77.79232165,75.14851771
642,68.48405897,65.18746011
643,66.42426739,61.81800179
644,66.42624681,62.76806388
645,80.4780239,78.30773735
646,79.05489768,76.39763864
647,78.32292888,76.42009277
648,79.89455878,78.2421215
649,79.20370179,77.92280278
650,80.40372069,78.41734814
651,60.66654305,59.19379485
652,60.93895077,59.16076618
653,61.62887463,59.58631249
654,70.62666278,67.63493047
655,64.38527261,61.89517616
656,70.50570252,68.41058861
657,74.76146162,73.64452486
658,74.3508047,73.14011553
659,74.31005245,72.38999603
660,68.35596335,67.16067786
661,68.27426921,66.68812672
662,65.17438663,62.29341003
663,78.38138338,76.59131216
664,80.53301972,77.41226677
665,77.58835585,74.25039124
666,72.71055016,70.16620144
667,72.71929628,70.1243939
668,74.00381238,69.80020927
669,64.2824808,62.78062105
670,60.96636789,58.86578347
671,66.63006715,64.24614476
672,80.6590489,78.73818703
673,80.32663605,79.01623911
674,79.60588337,78.0293015
675,79.42846577,78.71542199
676,79.08961611,77.85011035
677,79.98016833,78.5357047
678,74.71289632,72.95629693
679,82.96506842,79.04539554
680,82.58261445,81.74112867
681,70.53654498,68.58197911
682,69.53868745,66.45916094
683,70.00392189,67.13747425
684,76.9160988,73.48209131
685,74.59461457,72.93723837
686,74.83502808,73.51762007
687,57.14353296,54.69688711
688,58.72576122,54.07240542
689,57.48198909,54.19834958
690,69.30197458,67.52565218
691,67.84328394,66.62185874
692,66.3971411,63.70923413
693,80.70447554,79.68938857
694,80.6338522,79.36335777
695,80.6503976,79.84682807
696,78.26661571,77.25786923
697,77.67618044,76.58633735
698,79.54999893,77.98639527
699,79.03238359,77.8495023
700,78.54472732,77.23876515
701,79.65452658,78.61319013
702,80.70174722,79.21688375
703,82.48451787,79.44359013
704,79.82624925,78.08914885
705,80.01210259,79.13604626
706,80.06290512,78.93334892
707,81.19490736,79.72090533
708,78.94283239,77.56603292
709,78.56483779,77.1511436
710,81.51536688,79.98828739
711,79.49666593,77.963197
712,80.07446128,78.80676559
713,79.2316694,78.14837219
714,72.48061604,70.13802751
715,69.40996479,67.60075566
716,68.76328774,67.75430168
717,71.83234323,68.89186138
718,76.30910148,73.7069167
719,73.42209805,71.53778108
720,77.2589189,75.35672327
721,70.11107298,68.98593435
722,74.39017477,72.16806581
723,79.92769487,78.60165305
724,79.7768085,78.653228
725,79.01009796,78.24833282
726,79.41025251,78.01279782
727,81.20915693,79.57178985
728,80.69533025,78.62314782
729,79.32902957,78.23687873
730,80.91745039,78.48000472
731,81.98451382,79.19458619
732,80.66108594,78.88437526
733,79.13951436,77.94953131
734,78.4384321,77.25386217
735,75.01305492,72.11826162
736,74.35178328,71.57944498
737,73.02842242,71.29432842
738,78.80160501,77.86183477
739,76.88991086,75.97786711
740,78.3859319,77.53271771
741,78.02305478,76.18287942
742,72.81535939,70.69997062
743,74.21621094,72.52123147
744,63.28408729,60.76038179
745,63.46762912,61.03340868
746,63.83602208,61.32807485
747,78.46824918,78.07707966
748,80.02849143,78.95067586
749,80.65182944,79.36691606
750,77.57511311,76.5826055
751,82.23944692,81.24443613
752,81.60629107,79.42382382
753,77.61249838,76.48585919
754,79.26605772,77.87091517
755,79.67017664,77.99594898
