,minIntensity,maxIntensity,meanIntensity
101,77.04855549,78.53893799,77.9659807
102,77.25660617,80.06073474,78.83996612
103,76.69757502,79.90834986,78.68651009
104,78.61384523,80.9266938,79.7694005
105,77.39035559999999,81.33702705,79.74333631
106,76.67936859,81.07756347,79.13750591
107,75.66648002,79.40329252,77.97976744
108,74.97631866,78.12779517,76.61322625
109,74.24621323,77.91331061,76.46439903
110,75.44773017,79.46475446,77.77085064
111,80.44328048,85.61022901,82.73382546
112,74.77236649,81.45769909,78.93172275
113,80.44328048,85.61022901,82.73382546
114,75.07646388,77.62491149,76.33615453
115,73.55230609,76.65120092,75.09627309999999
116,73.76911183,76.51544831,75.23523341
117,78.98146491,81.69905889,80.33186174
118,79.13952507,81.74033184,80.51070199
119,77.86362665,81.86351328,80.23330801
120,66.07454218,70.32200379,68.63002583
121,69.73385503,74.28746227,72.77435451
122,71.49175462,76.69950625,74.26740781
123,75.60822018,78.08573259999999,77.05997685
124,75.92890203,78.43797504,77.0005195
125,78.01182968,79.33580387,78.83638382
126,76.30175093,78.41432628,77.60220662
127,78.02453518,79.96329419,79.04687656
128,77.33422808,79.52167568,78.56173815
129,75.97127991,80.44018423,77.75288917
130,76.37278567,81.55673945,80.1920258
131,76.71186182,81.4490198,79.27909966
132,77.53368696,79.86400003,78.70700983
133,77.13463886,79.38019831,78.22180195
134,77.39752483,79.4854645,78.57026414
135,76.80444426,79.99607057,78.30752882
136,76.52366399,80.17733271,78.45396724
137,76.12510777,80.18856696,78.47745004
138,28.65152876,73.32477768,67.09084973
139,55.42045665,69.15421037,66.02683392
140,64.96115805,73.28218021,69.18169803
141,75.43237334,77.37453106,76.40210557
142,72.38908666,77.84150609,76.77754482
143,73.64937161,77.98914808,76.81614005
144,78.23334637,81.57823767,79.87062645
145,77.54565343,80.98588731,79.31977469
146,78.48974275,81.30122098,80.1883044
147,76.26267137,77.95208663,77.251909
148,76.33621482,79.51589391,77.82877361
149,76.10603064,79.9648859,78.21591065
150,79.23630315,81.56378129,80.65603684
151,79.21395977,81.73484695,80.67348955
152,77.23450518,78.87700345,77.97252431
153,65.70311196,72.27417044,69.93955035
154,67.81927365,72.27161069,70.06793095
155,68.96904831,74.40925794,71.81019275
156,75.38379977,78.73418803,77.17117375
157,74.77273401,77.82978206,76.58686883
158,73.16268807,78.19201656,76.12164883
159,68.91966917,71.82257516,70.30009556
160,71.35730863,73.64121221,72.65853399
161,66.71222706,69.99612138,68.41599140000001
162,66.23346239,75.27689918,71.29094083
163,60.528296,69.06395118,66.50907576
164,61.27843553,73.25736831,69.51102869
165,49.03230703,59.5368197,54.02422270000001
166,51.98361269,60.25165477,56.6554716
167,50.48381708,60.267187,56.14660693
168,62.54160414,71.31484602,65.90970644
169,60.09911948,64.24143863,62.13123363
170,63.4148813,68.09075801,65.90466359
171,69.39126069,79.31364306,74.59297571
172,71.51684732,79.70090998,75.82429094
173,70.11319855,78.32883764,75.54612079
174,74.30311276,76.40946249,75.49747852
175,71.78524766,74.87250687,72.96821031
176,70.359308,73.60852874,71.97285716
177,67.25156242,71.04791921,69.39992561
178,70.93224321,73.97094279,72.44668083
179,70.74236672,76.83245587,73.6283429
180,73.58887259,79.0573327,77.19383851
181,74.52989575,80.27055683,78.07956544
182,75.14466171,80.34661274,78.63920356
183,71.26424473,79.02368848,75.40220076
184,71.94856606,82.54518345,78.31611401
185,62.86543837,78.54861605,73.51795928
186,62.71858355,69.81358893,67.34135363
187,66.78278385,71.8581641,69.87430494
188,70.73855328,73.98360997,72.10263158
189,61.94459201,67.38068074,64.96702326
190,60.49347924,66.90456484,64.14954986
191,57.49782174,69.14893454,64.27872472
192,36.58831333,49.56579302,44.41565011
193,45.47036149,61.26292382,54.62839866
194,34.56957645,53.65007986,47.36042035
195,78.93938278,80.98901856,80.24598985
196,79.91308016,82.04223888,80.91049339
197,79.86065146,81.17503818,80.56994441
198,77.20926613,79.13486671,78.19135642
199,78.25848827,81.09929724,80.00646849
200,77.26721789,81.06098755,79.90148520000001
201,75.53278411,78.05160574,76.86820959999999
202,76.40823809999999,79.6742954,77.63767892
203,74.92214571,79.88413571,77.52146865
204,77.36738342,81.44786529,79.71212219
205,77.76605329,83.04424241,80.84275071
206,75.70829112,82.43683083,80.17707259999999
207,76.86886235,78.7780843,77.9256556
208,78.2348857,80.40514668,79.6171676
209,77.83324473,80.72693073,79.12545853
210,66.58325275,72.33438071,69.66474848
211,64.0468248,69.68126934,66.77447035
212,65.19694933,71.04715044,68.53595290000001
213,83.90834853,86.31617587,85.09635289
214,78.45230758,81.69747052,79.97762991
215,72.39003008,82.9450432,80.14292719
216,79.56511227,82.94153337,81.53996869
217,80.14040969,83.04832904,81.70774443
218,79.34548518,83.3256807,81.60109475
219,77.27879542,80.04285209999999,78.65832343
220,77.28374511,79.98996607,78.64337330000001
221,77.69006426,79.84540096,78.94375012
222,75.57382296,80.75250004,78.34613134
223,74.61953066,79.42262796,77.96166796
224,75.11888485,80.35744428,77.75811036
225,78.76307734,80.87487832,79.61265072
226,77.57900779,80.19813683,79.24101498
227,78.11900795,81.00693759,79.32711284
228,65.69688816,71.35952452,69.72970634
229,65.5296133,70.68143049,69.23300052
230,67.62135402,73.44932220000001,71.14195941
231,76.21255749999999,80.62637441,79.06465106
232,76.99156072,83.48558055,80.33979258
233,77.57526653,82.75877491,80.38177539
234,71.41327384,75.43024691,73.84611681
235,73.99388484,78.0249622,75.49572361
236,36.27766642,74.31432852,71.91008363
237,69.78077014,75.54558512,72.84092995
238,71.70028691,75.09793559,74.00020746
239,72.31751846,75.86364903,74.08959038
240,77.88580147,79.52069308,78.7422728
241,79.03240057,80.65193789,79.7264104
242,74.70162966,79.43673109,77.14875119999999
243,67.56547093,74.35731985,71.87443420000001
244,70.30785401,74.81802743,72.01681056
245,56.95946488,72.25260645,69.45353529
246,33.19083096,44.13349197,39.98410852
247,40.38283036,50.72742388,44.97212626
248,43.70179167,48.66153087,46.70943578
249,65.79798091,70.71511586,68.65806776
250,65.89770049,68.36391621,67.19731454
251,66.97684327,70.97314738,68.91339926
252,63.67518297,68.26435505,66.04193761
253,60.20242729999999,65.28669861,63.83334403
254,55.59943199,61.53776808,59.29987229
255,79.26093929999999,82.02801638,80.80469789
256,78.49345786,81.33611232,79.72614877
257,78.20717984,81.27920482,80.22278222
258,64.41185463,75.09288826,70.40834973
259,69.03598804,75.83829775,72.90342603
260,70.54924554,81.18471094,76.99707473
261,73.65538768,79.79740948,77.32037118
262,75.64675773,80.27060435,77.87194583
263,74.61327740000002,78.41462858,76.65614308
264,73.59394264,78.22232577,75.84881495
265,73.41850957,78.64706074,76.16148215
266,74.0588437,78.86368811,76.2420062
267,77.38644974,80.07168836,79.29342914
268,76.83393462,77.86828908,77.4234398
269,77.09314429,79.11850488,77.96645161
270,75.32485928,78.92139095,77.51471527
271,74.32979841,78.65517142,77.04425731
272,74.92186218,78.49014169,76.87714242
273,61.99374549,67.44458592,64.0621919
274,65.73936143,71.43442809,69.28492552
275,65.0122037,69.83078305,66.99987223
276,75.52175814,79.46252805,77.80180909
277,77.08339415,79.77358328,78.58935061
278,75.31281875,79.02305448,77.25056143
279,77.53407715,81.77208542,79.80484605
280,78.77720424,82.73164199,80.64457435
281,79.36538317,82.06578791,80.84850513
282,69.9172824,73.26668508,71.71265092
283,68.96698959999999,74.26448583,71.77485324
284,71.7485526,75.49981864,73.79533144
285,60.05289103,71.0069027,67.47577297
286,51.8602418,71.97467911,66.89018214
287,58.07304657,71.96792975,69.06030177
288,75.15432173,78.25429285,76.58978485
289,75.28165486,77.90819777,76.80735893
290,75.86860742,77.76562906,76.98770567
291,67.6983648,74.258865,71.06990012
292,67.69446908,76.38450799,71.79572179
293,68.59041157,77.58220107,73.64461224
294,76.41365035,78.56154061,77.54561772
295,76.18203934,78.69456992,77.63931146
296,75.64034952,78.24729939,77.31447277
297,76.85041025,79.68837586,78.26786593
298,77.46003674,80.88159614,79.61001342
299,77.88578979,80.94364599,79.33174518
300,68.07304023,73.2697407,70.18164142
301,66.56856425,71.96516357,69.91614055
302,69.6093631,73.90760023,72.04729574
303,68.24113688,73.75053133,71.40495432
304,68.14641468,74.21754203,71.39167304
305,62.67570292,70.99220799,68.02430107
306,75.91704567,81.67541567,79.65161803
307,77.97834877,81.9414155,80.13443142
308,77.592039,81.55684322,79.68812479
309,74.13913343,80.03139954,77.73423627
310,74.0030897,78.55048548,76.19624446
311,78.22352799,80.94731647,79.76512921
312,71.62614242,77.04110331,74.5317212
313,57.2002351,75.29018008,70.08183833
314,45.51931034,71.08466877,66.14735225
315,71.70933253,78.61118807,76.39985398
316,75.41773829,79.39200103,77.10921304
317,73.32927347,79.06008113,77.6362781
318,64.34076725,71.39945146,67.80586246
319,62.89297621,70.29416631,66.88214479999999
320,62.5931172,69.82374943,67.16145367
321,69.65614516,71.98620018,71.0236289
322,71.83657771,74.8683303,73.46099561
323,72.9387425,77.66896494,75.04904590000001
324,61.60304703,73.75601966,70.6749251
325,58.80342913,72.69750058,69.10250693
326,67.29639505,73.94688473,71.34379541
327,70.29641457,76.74707990000002,73.79037266
328,66.74521329999999,75.06335177,71.70053488
329,68.22409969,74.94415292,72.47482655
330,51.61370272,60.452880500000006,55.67358629
331,58.56767242,63.64943226,60.98889604
332,52.12351312,58.15818283,56.40151217
333,72.22122823,76.8364753,74.70667857
334,70.6255523,76.14135101,74.07393409999999
335,69.96319016,75.82418179,73.10577908
336,67.22091861,76.8305218,72.87801364
337,64.66899605,74.32479485,71.22906179
338,69.16706287,76.97252576,74.17879818
339,32.43504696,63.43495004,55.63845751
340,60.2162045,72.43715868,68.67318579
341,66.01190685,72.35744718,69.37572081
342,80.55698475,83.89269352,82.13369723
343,78.71691656,82.88216458,81.0614801
344,79.30930802,83.00214763,81.35471207
345,75.03277186,80.86959097,78.61204502
346,71.87251564,80.46224354,76.81888784
347,75.99357906,81.16880488,78.57961763
348,77.14022323,82.14119455,79.93988179
349,76.98204809999999,80.42030863,78.90909581
350,75.96055276,79.44034003,77.63887997
351,63.91403419,67.27416887,65.40648297
352,62.484600199999996,65.37350141,64.00165917
353,58.41502463,63.86018271,61.27850596
354,61.78107074,66.85522725,64.78699264
355,59.98328233,64.44506228,62.6391122
356,57.53042759,61.97056273,59.63857527
357,76.38211286,79.03405627,77.67656448
358,75.34077009999999,80.62092566,77.52656746
359,76.59979321,80.89773569,78.2335186
360,67.78171594,73.8629769,71.43470578
361,65.92035887,72.21581823,69.42720952
362,66.94711762,70.57519448,68.77716733
363,77.61928684,80.82730885,79.17212656
364,76.4973449,80.06177368,78.89447682
365,77.08058696,79.62513655,78.71101686
366,69.32062492,73.37945675,71.28410929
367,69.20080328,74.34523061,71.44368139
368,69.74369247,75.64690279999999,73.43864348
369,77.63457127,79.29471287,78.57187536
370,78.75707665,80.71483869,79.5459438
371,75.5536864,78.78255338,77.46358442
372,61.92175967,69.86003796,67.06254161
373,59.44206211,67.26685137,65.38796245
374,59.7622341,64.53542981,62.30999457
375,76.75780811,80.04700006,78.39627559
376,77.81244104,80.12721637,78.65296477
377,75.03411184,79.90909686,78.62868464
378,73.64945067,79.72417890000001,77.95343993
379,76.80062959,79.06625293,77.89589617
380,75.96145998,79.62788929999999,77.95534218
381,67.1391244,73.13796505,70.77551248
382,67.83775461,72.74947927,70.69666937
383,69.28342053,74.09935147,72.07191009
384,72.41756808,78.53273395,76.24098694
385,51.25431057,79.33667148,76.34150987
386,65.20248019,77.77182655,74.51031245
387,69.61133819999999,73.45768238,72.23522778
388,73.82145105,78.94842077,76.83620951
389,75.97844047,79.60035659,78.08786722
390,79.11716432,80.92954666,80.2685398
391,79.78970471,81.953599,80.87203709999999
392,80.22951049,81.89666331,81.0323029
393,76.78914668,79.81561961,78.28797993
394,76.31528152,79.76009137,78.52153630000001
395,78.98374938,82.40662455,80.96549951
396,76.35474741,79.79094626,78.02494065
397,75.69285744,78.2879205,76.80058099
398,76.35355574,78.68013605,78.08953588
399,78.32036019,82.28309969,80.44630988
400,78.30490085,80.47949971,79.35419302
401,76.56718529,82.0718486,79.48658372
402,73.34633412,80.20670156,77.10224529999999
403,73.94498346,80.33462628,77.56371376
404,77.56028853,80.24642288,78.9018533
405,77.56780464,80.49935681,79.20952202
406,77.24302602,79.99289652,78.85463418
407,78.23233218,80.55277713,79.09971108
408,77.18032117,81.7656038,79.18191977
409,76.63719855,80.91214669,78.51408708
410,79.14737591,81.63104477,80.749998
411,66.92037201,74.31076459,71.49141304
412,64.58005842,73.55534039,71.70613489
413,72.82299651,80.40496601,77.38098928
414,79.89522955,82.00050351,81.23889986
415,78.2887152,81.49240389,79.91161031
416,76.96740315,81.16577984,79.24650521
417,72.73160135,80.8785865,77.32281481
418,67.49078301,80.26464825,77.03299125
419,76.22956676,81.43829628,78.95177363
420,74.82370899,79.23804554,77.65236437
421,75.40525953,79.23775728,77.50320604
422,74.68077829,78.79156673,77.35102421
423,65.39836339,74.97335542,70.76837218
424,65.89165894,74.28916239,71.50043170000001
425,64.87393408,71.93238982,68.7465821
426,33.02390286,78.40552401,74.57981653
427,34.746922600000005,80.85680252,75.75458482
428,34.01971977,79.54028331,74.45936109
429,73.60523152,76.2225571,74.91796175
430,73.32017358,76.27327772,75.13359471
431,73.06081607,76.37045583,74.89976188
432,59.23679909,71.50992918,66.66580648
433,61.49054482,69.15960661,65.97622775
434,64.15755471,71.65088467,68.46720999
435,77.6912677,80.09280079,79.09278356
436,75.79682242,80.89252023,79.76774608
437,77.19439629,80.92718217,79.30146166
438,74.84908198,80.44978329,78.52280531
439,76.03017146,80.71095105,77.73739828
440,74.88228938,80.91351446,78.46173845
441,74.48184075,78.87166515,76.44108835
442,78.03828115,81.32369553,79.96721519
443,72.02396493,77.91105111,74.93011025
444,76.02089876,79.34915909,77.85689913
445,76.00665854,79.69134692,77.83823016
446,74.19854665,78.07782282,76.32158823
447,77.01344138,78.76126766,77.87158128
448,77.44373874,79.488353,78.41981376
449,76.85082967,78.38251105,77.52463129
450,72.37020953,78.98534208,75.90002025
451,72.80378902,79.40316955,76.94926006
452,74.75310283,79.448098,77.09218708
453,66.32889177,72.85871167,69.42831896
454,67.70256161,73.83552547,70.48501565
455,65.92781296,72.16338950000001,70.03891259999999
456,69.69609478,74.75827744,72.02509014
457,74.73692085,78.13866532,76.32896481
458,74.17640063,77.3308774,75.68223472
459,76.62231104,81.08205177,79.39106588
460,76.3460252,81.27121358,78.88548152
461,77.71253388,80.44442111,78.80973074
462,76.70158609999999,80.3611385,78.77434583
463,77.38349835,81.48616481,79.56048859
464,79.32260236,82.97630351,81.35622586
465,76.26246657,83.13780497,80.59688894
466,74.04484515,80.51605162,78.72887278
467,79.52305843,81.96662562,80.64321061
468,72.03020933,76.21196763,73.73292201
469,70.33019311,73.91346838,71.65301519
470,67.33009759,74.06897548,70.33175987
471,73.78943658,77.65231691,75.91649553
472,74.04011176,79.06709867,76.93508206
473,71.89962519,78.63317971,76.11673813
474,75.56538386,79.50446613,78.493662
475,76.50640074,78.77176308,77.80317147
476,77.84840466,80.137566,79.12063096
477,39.03482986,45.49715994,42.81645937
478,39.07192968,52.28771181,47.4365929
479,45.18247424,54.74295956,50.58426389
480,75.97824869,78.15113351,77.10793634
481,77.31154297,79.99170559,79.04152423
482,77.01096992,79.88157958,78.84473675
483,73.94369373,80.32989004,78.04374917
484,77.14595449,80.85468327,78.81894987
485,79.27307629999999,81.608592,80.37388063
486,57.69199813,62.28057561,60.05358984
487,62.72150737,70.09031956,66.19304014
488,61.48321451,65.33523736,63.44546999
489,78.06677963,81.15109709999999,79.93659124
490,78.07881074,80.06268538,79.14235500000001
491,77.85890938,79.69058249,78.61102551
492,74.90498675,77.97529615,76.50360309
493,73.09566337,77.31803718,75.63782628
494,71.20645555,76.13071090000001,73.68644987
495,75.59193938,80.29075811,78.24800057
496,76.27797628,79.58056229,77.96004259
497,76.57853237,80.27108293,78.84251586
498,69.79603733,74.47023639,71.9812467
499,70.19021668,76.92019194,73.93933804
500,72.04713515,76.28976643,74.34857386
501,72.81347143,77.02862267,75.8271399
502,73.18311329,76.6367575,75.43455788
503,72.82099234,76.80101280000001,75.03959422
504,74.99917247,78.81790992,77.32886507
505,74.03666234,78.95051183,76.9325867
506,74.10292647,78.67501214,76.93404259
507,63.29719821,73.06587353,70.27945504
508,69.88495663,82.52913548,78.54778545
509,61.69142161,71.64514218,67.42009078
510,76.30535714,79.54727784,77.98701568
511,75.31111433,79.38339896,77.76564676
512,76.75896057,79.95907109,78.18672989
513,43.59612911,53.107694099999996,48.47495494
514,44.18282973,52.93686941,48.51313164
515,40.4321863,48.83706337,45.30821151
516,74.42013808,80.79480015,78.56978124
517,69.51857282,81.52629722,79.30779824
518,78.32609777,81.10254498,79.84570086
519,75.67051945,78.82417512,77.24595103
520,75.18152995,77.38250035,76.15647652
521,75.0376285,78.18144864,76.8064756
522,76.65485858,82.28739838,79.605335
523,77.08966407,83.86222166,80.32184986
524,75.02151338,80.61409006,78.29889027
525,76.88979074,79.56556847,78.45855106
526,72.45931340000001,77.29762008,75.44530748
527,78.94391978,82.17406959,80.62339855
528,76.97141552,80.22138503,78.87365876
529,76.57923725,80.99888843,79.36914019
530,76.92264596,80.44932997,79.15283898
531,76.81441737,80.12389753,78.74441673
532,77.88330185,79.84079547,79.05050382
533,78.85231836,80.47955848,79.67705909
534,76.51983919999999,78.31624197,77.20070007
535,74.82793641,80.41910195,77.93862694
536,74.92904188,78.12603109,76.84241642
537,75.95903941,80.85534429,79.19017637
538,71.05876984,80.24547104,76.00768811
539,72.88407335,80.33788726,77.88592744
540,67.17386511,73.31674383,70.08115545
541,67.22030144,74.56438115,70.44011943
542,67.72953084,73.11373718,70.65975798
543,76.97802375,80.58537361,78.4071767
544,77.71872859999999,80.34207156,79.02578371
545,75.36252541,83.4685098,79.13268889
546,64.02706852,68.07569744,66.33167019
547,66.8019891,72.30924147,69.52913771
548,63.82395278,67.65554611,65.70745091
549,71.30729643,77.47091117,75.29920399
550,71.19682259999999,74.65482675,72.97863891
551,60.14828497,74.74774057,71.80745157
552,59.3992781,69.78667659,65.77899187
553,57.02587934,66.1665765,62.98188628
554,56.00819404,67.95452859,62.61843383
555,75.67549672,80.51031432,78.52316944
556,77.35360107,82.15489351,79.77347043
557,76.90347013,80.63056182,79.5476718
558,64.42375511,69.23186576,67.24704676
559,64.47970551,69.25282538,67.41764004
560,60.76436797,65.66456804,63.45747279
561,76.33990209,79.71821074,77.40202314
562,76.12425717,79.58232505,77.59393592
563,77.03933762,79.40939709,78.36426591
564,73.24212646,77.92180448,75.2047685
565,71.06557949,77.87218149,75.65068684
566,67.08898664,77.66176573,74.66841729
567,77.13164096,79.64556142,78.60115907
568,77.32696445,80.64342448,79.01725501
569,77.08290125,79.36007265,78.52118396
570,64.40305826,67.99848566,66.54531051
571,62.5783545,67.16970789,65.83126791
572,63.80804272,67.45652591,65.85963796
573,74.31611513,77.48274619,76.02422131
574,75.92359973,79.04121905,77.74872020000001
575,72.08055629,76.72774756,75.05904677
576,76.65552527,80.05999308,78.39350848
577,77.14447553,80.72683212,79.26343764
578,77.06234178,80.37952145,78.64837829
579,68.05111784,73.97370538,71.50267191
580,65.58684246,74.22094552,70.93931832
581,66.06910181,72.73280881,69.85232655
582,78.47307329,81.96078422,80.08464749
583,78.13465638,80.73380052,79.66578271
584,78.20686876,81.00708175,79.61938846
585,78.16591319,80.1713168,79.40754905
586,77.78796461,80.75114627,79.48081394
587,78.76381435,81.33585642,79.95292774
588,75.97578320000001,78.38776399,77.00572696
589,76.67974354,78.92812509,77.79623924
590,77.36826021,79.90033137,78.51357359
591,79.42672091,81.11076504,80.35251148
592,78.44304659,81.4483856,80.42985947
593,79.00518196,81.98475448,80.06954193
594,72.21241313,79.83915577,74.61033365
595,71.64235854,76.63381509999999,74.11021504
596,68.19307194,72.15228476,70.20341791
597,75.23376574,77.60075711,76.50079594
598,72.97860805,76.94002209,75.96483703
599,75.55899952,78.28894423,76.41734152
600,65.53125843,71.31479237,69.55708449
601,65.39635892,71.40664709,68.70636088
602,68.1524553,72.38279847,70.46493744
603,68.25262055,75.8169296,72.68984532
604,73.1159079,76.75889957,75.23757490000001
605,70.67465758,75.39391217,73.16443678
606,45.607944399999994,62.18302064,55.79098005
607,44.35040052,59.76283038,53.91937631
608,46.91273074,66.19914495,53.8914034
609,74.04411966,81.42078103,78.30815696
610,75.40731634,80.31043248,78.07638822
611,73.09449616,81.5646887,78.13438827
612,65.11891477,70.35842202,67.78927391
613,66.70237594,72.41860341,69.15020835
614,69.40665447,72.99594463,71.33671971
615,73.10001527,75.86627465,74.19705607
616,73.68947426,76.33022339,75.04089368
617,74.01295191,76.95566137,75.63727792
618,69.52564742,77.1441517,74.70733259999999
619,69.29693555,77.71212639,73.38714794
620,71.39974055,76.05584218,74.11622593
621,67.83815926,72.85915687,70.86450312
622,68.45063648,71.90125625,70.19469086
623,67.10096174,71.99446362,69.92579966
624,77.49172384,79.94465119,78.79209206
625,76.90235764,78.65610388,77.84521738
626,77.23408969,80.13528326,78.75478665
627,78.88094105,81.79946846,80.51397551
628,78.30325886,81.10993404,79.70122799
629,77.54863273,80.00197131,78.89068062
630,68.47957625,72.72110994,70.98242712
631,68.93861069,72.85971717,71.4736259
632,69.32045445,73.75231621,71.97984409
633,52.93966706,60.02681714,56.95394396
634,54.00590867,59.31802517,56.91588948
635,55.37270012,61.92853185,59.32390271
636,75.41865287,80.3293176,78.14119568
637,77.31955646,81.13541090000001,79.63436996
638,76.10409823,79.63013667,78.25510407
639,68.07727534,75.68876514,73.11115497
640,72.33270385,80.40209063,75.70899132
641,71.8741219,77.79232165,75.14851771
642,60.65728047,68.48405897,65.18746011
643,50.12102434,66.42426739,61.81800179
644,55.54617587,66.42624681,62.76806388
645,74.75948062,80.47802390000001,78.30773735
646,71.81971357,79.05489768,76.39763864
647,74.07706234,78.32292888,76.42009277
648,75.92954567,79.89455878,78.2421215
649,76.18652136,79.20370179,77.92280278
650,76.04611656,80.40372069,78.41734814
651,56.20882079,60.66654305,59.19379485
652,57.38349471,60.93895077,59.16076618
653,55.77573845,61.62887463,59.58631249
654,65.80354865,70.62666278,67.63493047
655,57.48943715,64.38527261,61.89517616
656,66.56891425,70.50570252,68.41058861
657,72.02309838,74.76146162,73.64452486
658,71.65571266,74.3508047,73.14011553
659,70.80789298,74.31005245,72.38999603
660,65.54668423,68.35596335,67.16067786
661,64.58348553,68.27426921,66.68812672
662,58.47480208,65.17438663,62.29341003
663,73.84931613,78.38138338,76.59131216
664,75.10987703,80.53301972,77.41226677
665,70.47290662,77.58835585,74.25039124
666,67.77252266,72.71055016,70.16620144
667,68.10601819,72.71929628,70.1243939
668,67.19200308,74.00381238,69.80020927
669,59.872997,64.2824808,62.78062105
670,54.70330126,60.96636789,58.86578347
671,61.70265027,66.63006715,64.24614476
672,76.72926135,80.6590489,78.73818703
673,76.74619986,80.32663605,79.01623911
674,75.78171102,79.60588337,78.0293015
675,78.11910093,79.42846577,78.71542199
676,76.53699449,79.08961611,77.85011035
677,77.33067381,79.98016833,78.5357047
678,71.04728514,74.71289632,72.95629693
679,73.98860186,82.96506842,79.04539554
680,80.93443967,82.58261445,81.74112867
681,63.26196266,70.53654498,68.58197911
682,63.42612478,69.53868745,66.45916094
683,63.43407743,70.00392189,67.13747425
684,69.3396908,76.9160988,73.48209131
685,71.16429606,74.59461457,72.93723837
686,71.81281122,74.83502808,73.51762007
687,52.02714091,57.14353296,54.69688711
688,44.77352677,58.72576122,54.07240542
689,49.56153517,57.48198909,54.19834958
690,64.24886261,69.30197458,67.52565218
691,64.73403022,67.84328394,66.62185874
