f4,GNE_SNR_SEO,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_4_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,det_TKEO_mean_5_coef,det_TKEO_mean_6_coef,det_TKEO_mean_7_coef,det_TKEO_mean_8_coef,det_TKEO_mean_10_coef,det_TKEO_std_5_coef,det_TKEO_std_6_coef,det_TKEO_std_7_coef,det_TKEO_std_8_coef,det_TKEO_std_9_coef,det_TKEO_std_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_5_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_8_coef,app_entropy_shannon_9_coef,app_entropy_shannon_10_coef,app_det_TKEO_mean_4_coef,app_det_TKEO_mean_6_coef,app_det_TKEO_mean_8_coef,app_det_TKEO_mean_9_coef,app_det_TKEO_mean_10_coef,app_TKEO_std_3_coef,app_TKEO_std_4_coef,app_TKEO_std_5_coef,app_TKEO_std_6_coef,app_TKEO_std_7_coef,app_TKEO_std_8_coef,app_TKEO_std_9_coef,app_TKEO_std_10_coef,app_LT_entropy_shannon_1_coef,app_LT_entropy_shannon_2_coef,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_10_coef,tqwt_entropy_shannon_dec_14,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_17,tqwt_entropy_log_dec_1,tqwt_entropy_log_dec_2,tqwt_entropy_log_dec_3,tqwt_entropy_log_dec_4,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_6,tqwt_entropy_log_dec_7,tqwt_entropy_log_dec_8,tqwt_entropy_log_dec_9,tqwt_entropy_log_dec_10,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_15,tqwt_entropy_log_dec_16,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_22,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_24,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_29,tqwt_entropy_log_dec_30,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,tqwt_kurtosisValue_dec_5
3970.121939,1684746.207,-36570.4895,-98105.8259,-133354.6315,-47759.6367,-488335.3692,-553341.8216,-119557.7225,-2483713.224,-857228.6504,-23092249.77,2054.0297,2090.5305,859.2713,13984.4442,163330.1358,4261.7249,8521.2944,1285.9756,26794.0194,16380.6077,325218.6047,-46882546.47,-57290881.01,-76883577.14,-192639248.2,-351605429.5,-693183876.4,-1378797814,-2878262920,-5966998172,24334.294,138938.7218,657626.4494,1325059.159,2647250.325,37671.0177,97212.3602,203988.7626,400230.3923,911548.5098,1713690.129,4187900.696,7488586.211,-20159.3413,-27000.9228,-38957.0264,-60971.7981,-105808.1266,-199835.2737,-411283.3082,-840888.3627,-1814684.146,-3893715.664,4373.4854,8536.0549,382.7452,578.499,979.7299,1259.64,-1815152.937,-1483033.653,-1164236.393,-879219.3356,-644557.282,-502716.9203,-420812.2404,-331108.7328,-249553.2469,-200509.3477,-192295.5179,-154701.3452,-99172.4791,-66531.4616,-47266.5421,-29429.073,-19048.2549,-14817.9662,-11329.2483,-15852.63,-11634.9062,-13342.7739,-8860.7238,-4519.4708,-3448.5563,-5404.4691,-11370.7013,-7753.9415,-5430.8764,-4029.3729,-3411.5274,-3396.9849,-3119.9146,-2555.1129,-2540.0665,6.1659
3933.294267,1576068.623,7.6524,7.2205,-50.599,-1965.5829,-3067.1959,-1135.1673,-761.3571,-18909.595,-15370.259,-373181.5403,36.9371,9.3603,14.5355,104.4844,3668.9412,61.8104,30.91,25.3563,335.8488,381.7235,7099.1923,-60037981.29,-71773952.6,-94205112.39,-216879331,-384932037.3,-759406501,-1485045428,-3101501907,-6465102907,31980.3729,195338.4695,886214.5803,1770395.382,3511655.626,47101.9633,112810.0854,256942.8119,554041.1625,1137193.832,2376879.073,4602046.543,9269424.656,-21929.1274,-29093.7903,-41613.5942,-64228.2608,-109998.9174,-206036.6061,-424113.8629,-862755.1902,-1861628.619,-3995475.309,4633.3678,9282.8519,542.304,717.6217,1004.8843,1248.0357,-1754359.598,-1427915.012,-1188185.881,-899526.9518,-654104.4422,-501395.3832,-406419.0552,-307014.6837,-221667.1202,-170169.5583,-159938.3594,-146749.4437,-93140.6122,-61323.8263,-45041.6165,-29280.8777,-19406.4745,-13505.8317,-10804.8092,-13783.3986,-10059.4245,-12561.8242,-7916.0729,-3754.3815,-2990.8448,-5288.2414,-12568.5351,-8461.9855,-6611.938,-5106.7234,-4098.4408,-3581.5776,-3332.0263,-2614.2474,-2408.0041,6.1828
4070.918724,1355531.651,1.4416,6.4502,4.3931,-168.2902,-85.3782,-37.5649,-244.2252,-2432.2638,-353.401,-1521.4964,2.537,0.73947,5.0108,52.7802,32.1095,3.7674,3.4462,7.4818,90.447,15.5814,61.3185,-69538714.77,-83639528.9,-110647210,-260281541.9,-465568725.8,-919068279.9,-1802934888,-3763638409,-7842811177,36602.678,223751.2844,1011928.431,2023845.679,4045276.944,53763.3237,129444.7709,293391.5495,632847.3532,1292854.819,2674474.087,5330296.096,10674064.8,-22673.0838,-30095.7017,-43092.493,-66635.0534,-114318.2915,-214396.1408,-441255.0459,-897983.0926,-1937067.01,-4156335.601,4773.5724,9549.5504,226.5248,424.0764,772.0338,685.5889,-1694604.25,-1364074.174,-1124539.69,-932133.2336,-762812.2214,-620680.0863,-473852.1767,-372821.4936,-314561.8329,-265551.72,-192309.4421,-126562.0322,-90916.5128,-74595.5197,-50685.4629,-32485.2046,-27458.5392,-25787.3336,-26367.523,-17779.2728,-10464.3272,-8852.8541,-8000.0062,-2337.7748,-287.3814,-784.0795,-4352.7555,-4847.3809,-3254.3971,-2666.2376,-2393.1343,-1973.529,-1532.3937,-1448.9659,-1427.2357,5.8566
4097.03797,1830994.026,-11107.2165,-13238.5311,-50784.0454,-58190.9549,-392716.0321,-35595.2745,-536247.8663,-10352878.08,-868326.2591,-26950335.9,1045.1251,444.6787,4810.5344,71402.0066,190132.368,4791.8546,590.68,10626.6497,166317.5183,16977.0337,385987.9562,-63610512.04,-76585572.41,-100489271.6,-237914080.2,-426020053.8,-836412330.1,-1646855401,-3436606958,-7122575010,27104.8044,172053.4037,783019.8034,1572237.328,3151126.835,43421.3456,105088.2508,219380.6367,499951.4229,1280232.139,2034959.18,5026103.866,8844022.994,-21960.0196,-29185.2801,-41701.9818,-64653.5446,-110984.3665,-208124.711,-427763.8357,-872880.0655,-1883210.797,-4039771.401,4548.627,8860.8811,183.659,431.0915,782.8447,723.2176,-1687446.965,-1356168.059,-1117197.196,-923408.8513,-733443.2553,-598226.1352,-464787.4764,-368471.8972,-313119.9369,-266640.6773,-203237.1674,-140572.9717,-102605.1192,-78503.03,-51693.2279,-33422.1215,-27878.5165,-24209.333,-26163.3865,-18505.6917,-11325.0987,-9124.2745,-8363.6853,-2554.0611,-442.9027,-938.1912,-4365.152,-5059.7433,-3805.0801,-3146.2593,-2760.1932,-2102.5391,-1619.8247,-1425.1848,-1177.3859,6.34
4106.534404,1697798.099,2.9748,7.2848,-4.9538,-201.4153,-106.0545,-1548.1063,-230.7188,-1301.828,-1629.842,-34923.9004,2.2679,30.1154,4.5248,8.4437,435.8148,5.8749,47.591,11.9624,26.7054,45.5531,814.0895,-72545613.18,-87300089.78,-115524126.5,-272372825.3,-487663027.6,-962376561.3,-1889227803,-3943311318,-8216248186,37510.9109,229563.7386,1040250.309,2081467.248,4172124.393,55382.6304,132346.6302,299988.7643,647646.3701,1332286.232,2733536.666,5522537.636,11014464.86,-22887.0587,-30375.812,-43488.7375,-67255.5114,-115397.3339,-216444.8903,-445411.5419,-906521.9619,-1955349.176,-4195307.007,4805.9841,9607.0297,186.7268,421.2269,748.6489,793.7769,-1720915.214,-1385476.954,-1123855.127,-904429.8302,-723678.1104,-580855.2033,-436998.4097,-348026.0213,-307542.9199,-267995.8203,-207694.1885,-144312.8399,-103636.9391,-77942.6308,-50652.3074,-34106.8225,-26453.8967,-21396.9518,-24600.4656,-18549.0967,-11561.3932,-10447.672,-7517.0727,-2154.1841,-327.6854,-1171.8883,-5521.0758,-5379.435,-4182.8909,-3436.0013,-2972.7635,-2410.5718,-1887.1924,-1491.7424,-1314.7762,4.8217
3628.889279,1762181.594,4.4133,9.1096,-41.3932,-901.9762,-360.9984,-1986.4361,-224.1217,-5177.281,-405.4616,-2467.0696,3.5388,21.4714,6.855,90.0288,43.1853,13.818,54.739,12.8659,163.7287,14.8518,68.8362,-126021088.6,-150733862,-198086618.8,-459822564.8,-818083189.2,-1610651974,-3151793470,-6570528848,-13674935360,61918.0653,378730.7551,1720139.622,3439817.674,6875932.311,91297.012,218856.614,495690.8463,1065896.098,2210894.423,4542910.725,9068498.631,18144965.71,-25799.0812,-34095.8716,-48641.654,-74983.2247,-128306.807,-240128.2577,-493550.4309,-1003250.66,-2162382.779,-4636528.397,5279.0621,10558.9974,8.6472,6.4364,12.831,23.0753,-2195247.996,-1750831.879,-1413339.043,-1170029.462,-1000323.234,-818239.9007,-620346.3482,-476314.0276,-383530.6643,-335734.2541,-300769.6964,-209336.9919,-147570.9354,-113748.4524,-99265.0624,-74176.745,-55770.5936,-46688.4595,-37646.1249,-35179.7528,-27533.454,-25997.7593,-17208.1262,-11229.5862,-8787.8602,-9510.453,-13187.8096,-8321.3139,-6252.745,-4872.9635,-4239.845,-4262.668,-4072.06,-3531.7291,-3657.6985,6.3411
3629.456034,1240990.359,6.5208,9.1092,-58.3936,-158.1207,-204.5294,-592.5951,-257.1557,-1164.7166,-66.5621,-2964.2908,7.1783,8.3443,5.4378,25.5529,55.6056,7.097,20.5304,11.1022,47.3301,5.1143,115.4534,-124466546.2,-149047215.4,-196177707.4,-457246717.7,-814771110.2,-1604269046,-3141063476,-6548214215,-13628592320,61310.3856,374817.4079,1701340.684,3402838.981,6810040.48,89943.4826,216734.3987,491095.0374,1056626.712,2182005.572,4483341.809,8996285.233,17973673.48,-25731.8313,-34017.2645,-48546.8906,-74869.8965,-128165.2255,-239938.1314,-493170.4523,-1002590.41,-2160970.055,-4633518.441,5271.294,10540.5779,8.5856,8.0092,13.1334,19.5937,-2221326.297,-1744832.559,-1405842.178,-1164407.044,-988632.3121,-824358.1644,-629363.9761,-477923.7513,-382944.1327,-331655.6889,-291966.3403,-210617.5535,-151245.5347,-115903.7121,-97837.6145,-74800.5903,-57949.6295,-46356.2346,-36740.6372,-36092.8596,-28583.4155,-26329.8463,-17429.4385,-11319.8275,-8695.45,-9270.7528,-10163.0009,-7803.6544,-5847.1359,-4366.4979,-3340.3029,-3075.8663,-3675.9549,-3494.1463,-3664.6645,6.4289
3551.660401,1360910.647,-6.436,-7.9854,-176.9154,-1246.7396,-791.5939,-286.6169,-1802.7885,-7851.1968,-9378.0458,-190535.5055,6.4538,5.3482,22.5582,33.2208,1970.1782,18.6512,10.871,59.0101,88.1958,202.1854,3698.8527,-130325411.7,-156619481.2,-207099535.8,-488334599.9,-873991769.5,-1722339510,-3378356117,-7041668956,-14652852805,64163.0564,393148.0054,1781713.561,3565958.63,7156834.951,95058.0441,226869.1727,513074.2952,1107366.699,2282521.744,4670270.83,9495812.198,18901570.08,-25981.4894,-34364.1531,-49078.4004,-75769.757,-129830.7623,-243238.3551,-499987.3269,-1016726.243,-2191215.054,-4697950.315,5322.64,10636.582,5.5632,4.9572,10.349,19.6175,-2108979.625,-1690076.321,-1363730.77,-1135390.01,-981584.742,-804715.4616,-625115.837,-494220.115,-406504.1969,-347997.7866,-294045.8124,-213284.2871,-156237.1889,-121726.1243,-101743.2489,-74813.7198,-57049.2541,-44834.0642,-36933.2053,-32422.5395,-26353.4113,-23745.8769,-14948.481,-9676.7775,-7808.0058,-9181.6072,-11063.7426,-6977.8597,-5720.4788,-4710.1829,-3966.8701,-3723.8915,-3595.2788,-3281.2415,-3613.4903,6.0975
3757.118839,1301880.905,-260978.3645,-743805.7693,-776286.8372,-838141.2281,-404340.8599,-770589.2419,-643709.7474,-2829374.688,-5892.5197,-196110.6057,1806.9138,4050.2494,5199.6364,23134.5915,2077.5869,3343.3847,8745.295,8696.3936,47779.1417,116.3025,4357.5136,-72440148.85,-86025858,-113150704.1,-269727820.9,-485733993.8,-956173879.6,-1868341503,-3899806118,-8125445368,46085.5423,254787.4627,1074610.589,2149852.411,4276870.122,80301.3949,158534.6299,384336.8813,802115.2185,1439306.245,2883222.348,5610584.248,11283240.45,-22273.8325,-29619.6379,-42559.6581,-66073.5004,-113986.2049,-214487.0728,-441374.3924,-898092.1777,-1937299.171,-4156821.257,4780.9692,9575.7914,158.2805,103.3463,224.9933,325.3644,-1498527.508,-1298544.833,-1035337.047,-811948.4022,-656047.4049,-556898.2008,-482737.5612,-404900.8037,-317232.7589,-258833.17,-192339.5051,-126478.8578,-91535.7084,-79213.7803,-70304.2243,-47874.1868,-35182.0972,-29546.1729,-25672.8784,-17511.7726,-11356.5364,-7569.0757,-4840.2385,-1531.1641,-840.6182,-3266.6483,-5551.9139,-3945.9593,-3779.0266,-3144.5472,-2358.6304,-2060.966,-2054.0373,-1927.2569,-1745.6666,6.6743
3661.612865,1574847.482,-310211.6685,-463813.2893,-478958.1123,-777414.9244,-306943.938,-1102356.681,-9455440.548,-3589078.6,-2036194.881,-2233984.741,1220.1544,2199.7248,46769.8096,34732.3475,11986.3973,2795.8822,13927.912,116971.0444,43932.7643,30453.7842,32269.6255,-81019968.48,-100923364.8,-140776253.7,-372045855.6,-695257091.9,-1388868101,-2771671493,-5776012091,-12020290665,63973.0424,358959.3272,1378021.843,2752536.688,5508480.486,96083.2601,197278.6271,442212.2143,1130955.164,1858125.014,3754219.93,7251863.493,14617989.52,-22223.1489,-29917.0041,-43702.0129,-69053.367,-120800.2891,-229999.8118,-475980.4542,-973580.1127,-2098771.831,-4500854.109,4981.8674,10012.8935,169.3566,112.3576,195.3102,299.8132,-1389959.273,-1223058.781,-997035.8493,-798238.427,-663451.2579,-559071.5815,-481375.2405,-399925.8992,-313147.1855,-267819.4533,-201454.4621,-133337.3272,-95344.2721,-79463.296,-69387.7867,-49264.1718,-35932.9427,-28604.5119,-24971.6675,-18530.0933,-11502.8892,-6592.5376,-2983.1484,-878.1186,-1233.8395,-4191.6061,-5909.4403,-4259.4785,-3917.9315,-3039.7605,-2053.9868,-1539.0492,-1611.7496,-1683.037,-1745.7036,16.5897
3677.29378,1051590.685,-28229.9691,-59541.6252,-193775.2233,-155123.8175,-650333.223,-2927382.188,-302917.9903,-825272.3532,-91181.4929,-1547395.332,4369.3076,13239.9305,2293.6391,5713.4277,14257.6627,7754.2716,32399.4626,4313.6716,8679.5078,1919.1152,29076.3542,-111050818.4,-132148157.9,-171642369.8,-391579592.6,-693635005,-1356650945,-2653531661,-5533806774,-11518567429,58407.1501,314579.9785,1397369.085,2795212.248,5645306.484,82379.8081,217882.2774,489577.0602,921223.0146,1815144.959,3627435.414,7672353.33,14944118.19,-24764.3817,-32779.3272,-46796.0512,-72233.9839,-123717.6883,-231928.3427,-476447.5416,-968998.0076,-2089081.178,-4480299.892,5096.9306,10160.8888,180.9281,128.5998,235.6786,330.4939,-1409605.432,-1221587.557,-1003355.894,-814853.2082,-670964.0302,-561440.4674,-484561.7576,-390398.6905,-301556.3557,-262908.9745,-206265.4283,-135148.6616,-96051.5004,-78472.6957,-67540.3376,-47294.9189,-34528.3749,-29072.7476,-24414.8095,-18987.7106,-11978.0752,-6299.466,-2750.1742,-1018.4093,-2363.3269,-5152.9324,-6462.4755,-5040.392,-4161.1022,-3280.6798,-2586.708,-2173.1219,-2138.5195,-1774.9661,-1863.3875,27.6407
3230.140832,1382022.234,1.145,5.7588,-3.2777,-146.7226,-75.1318,-372.6212,-258.7616,-676.5587,-1382.8819,-14552.9586,1.1103,4.8055,5.6876,4.0044,191.7581,3.9731,10.1965,12.8013,17.6447,36.1558,321.0429,-34834614.04,-42152483.12,-56107559.83,-133739272.2,-240412279.5,-475870840.5,-936585282.9,-1958433799,-4087360047,19376.5489,118471.9931,537144.7224,1074765.346,2153619.683,28528.7457,68545.8331,154976.8593,334104.7719,687715.9221,1412015.331,2847748.746,5685444.002,-19333.72,-25803.9462,-37106.3999,-57591.9168,-99102.8158,-186301.5353,-384044.1112,-782751.6355,-1690240.159,-3629952.627,4209.4145,8415.8402,48.6367,83.6752,98.4266,104.7888,-1972651.344,-1723853.983,-1385955.617,-1136456.466,-991409.5796,-829188.4986,-623004.4636,-480181.2242,-393192.6455,-348317.9553,-280537.8612,-193728.4145,-132324.0773,-92350.0917,-69479.4819,-55719.4245,-42953.7454,-35652.01,-32671.8651,-25655.5185,-24417.2054,-12898.3115,-7600.8604,-6165.6879,-8754.9382,-13379.397,-11250.4402,-7946.4763,-5411.3905,-4027.5085,-3449.3401,-4068.147,-3963.7823,-3546.2416,-2484.5155,435.1742
3204.998161,1373736.328,2.039,2.318,-90.6689,-146.8586,-147.537,-369.4424,-537.0615,-1008.4754,-1426.4607,-9824.4232,3.9518,7.0903,10.8187,7.3217,130.5141,6.3094,11.2561,22,38.311,41.4479,204.803,-33761194.88,-40856546.56,-54396937.33,-129693531.9,-233184609.4,-461739204.7,-908911891.5,-1900720781,-3967214653,18845.7959,115292.7264,522985.0735,1046338.739,2095846.392,27760.921,66378.0314,150564.0302,324743.2047,670035.3864,1375739.938,2769026.97,5532414.31,-19190.0631,-25617.6139,-36845.7651,-57193.6692,-98429.8818,-185055.7285,-381526.7925,-777678.0832,-1679367.687,-3606757.481,4185.0859,8368.4397,69.5392,116.2542,221.0449,395.9451,-1865389.731,-1593293.172,-1268133.156,-1038339.441,-919058.7525,-772828.9751,-594146.2884,-469091.6093,-388159.1589,-339972.5933,-273967.6743,-189897.1113,-125687.6325,-87209.4847,-68846.5076,-47492.7695,-31040.1701,-26820.9056,-29888.0492,-24250.6509,-24195.9705,-13225.149,-8164.4297,-6998.6454,-10154.2709,-13863.3785,-12196.1193,-7803.3309,-5335.8765,-3891.9897,-3487.6628,-4155.8475,-3974.0962,-3295.4443,-2521.9753,4.3992
3282.069835,1168855.167,-28448.11,-148254.8873,-178363.2647,-3034728.279,-302093.9343,-77157.8356,-38866.3203,-129279.6019,-201925.4459,-676236.6004,2689.3395,714.1315,230.9562,887.072,5196.6663,4924.7384,1134.3947,723.1708,1300.8729,3249.9895,7909.1532,-34033884.57,-40695582.24,-52568703.22,-102816984.7,-176109767.9,-342793173.5,-661476325.6,-1384020282,-2889635125,16680.3261,100370.6177,455383.023,909493.5025,1795562.859,74436.6144,75479.5211,134403.1726,285021.0103,602490.6042,1235042.184,2381218.183,4768731.951,-18912.6531,-24904.7726,-35062.6005,-52603.9012,-88175.5652,-162637.7444,-333274.9456,-674462.9623,-1457976.396,-3133913.087,3892.2934,7795.5559,93.4614,119.4116,144.9233,246.1306,-1917540.76,-1643213.146,-1303603.623,-1090376.301,-991785.7204,-810180.1127,-598702.6809,-459316.2199,-377929.7731,-338038.5562,-264033.0296,-170965.622,-115395.5463,-85130.2739,-67037.99,-51850.0624,-35393.087,-28198.0977,-30524.0225,-23405.9182,-23510.4841,-13040.396,-7446.245,-5723.324,-7733.043,-13641.323,-11637.3212,-7860.7629,-6088.428,-4868.5506,-4100.5435,-4176.0551,-3947.7734,-3496.387,-2492.6978,110.4554
3197.097313,1458149.106,0.88485,2.6356,4.9685,-17.9465,-75.0883,-296.8233,-415.4552,-2592.1469,-1937.4778,-49989.0981,1.5217,3.4028,7.0557,20.2216,606.1302,2.5376,8.8636,18.205,75.8525,62.2776,1162.4717,-35444776.26,-42855413.84,-56967369.18,-135541266.8,-243515346.5,-481522880.6,-947522651.6,-1981240213,-4134753989,19445.0623,118982.6323,539517.0787,1079760.621,2167120.711,28702.3248,68742.3552,156058.417,336112.153,690634.3836,1413817.281,2876460.74,5723627.267,-19412.3848,-25901.4308,-37232.9092,-57771.6703,-99393.5971,-186821.132,-385020.8619,-784697.495,-1694409.82,-3638844.345,4217.4895,8426.6738,241.5684,331.5007,320.3411,655.0768,-2106873.934,-1661256.071,-1276439.563,-1004815.544,-814214.0831,-657693.6697,-500007.134,-368618.4304,-276009.1138,-219006.2209,-203755.6304,-174627.1573,-109269.8559,-73323.5846,-54950.2153,-44714.3909,-28112.6453,-18480.4151,-18503.3093,-20601.494,-16476.2877,-15971.4616,-11315.4138,-10769.4538,-9786.9014,-5697.6118,-4113.3483,-6281.2394,-4959.9618,-3772.1506,-3261.2116,-2912.9843,-2735.4926,-2476.3391,-3184.6322,8.8487
3162.115769,1444946.518,1.0823,4.0584,7.1344,-5.425,-181.5036,-263.0399,-211.4008,-1544.7469,-600.7151,-21682.7197,2.5484,4.0329,4.621,20.2007,299.9457,7.7089,8.5716,8.9438,40.7981,32.4135,605.0497,-44875820.95,-54053299.45,-71532074.49,-168506152.7,-301587469.6,-595462057.4,-1169614235,-2444272141,-5098574304,23954.4826,146564.7331,664898.8039,1330254.505,2666742.627,35309.1888,84694.3082,192199.0217,413429.6877,852244.8603,1746482.7,3533304.851,7040531.862,-20520.2833,-27316.4371,-39187.6373,-60689.5437,-104243.9338,-195689.1237,-403032.9384,-820860.4803,-1771892.821,-3804127.407,4399.486,8792.7497,364.8248,481.228,342.7609,629.1217,-1932000.086,-1502249.964,-1165669.911,-930303.6869,-758791.7439,-580492.5878,-418617.7554,-322108.0356,-255436.1319,-199300.7265,-181827.4842,-161203.3741,-98301.4057,-64599.7398,-47511.1482,-43932.7891,-27101.6924,-19531.8185,-14596.6789,-17346.2987,-16028.7094,-12762.3529,-10456.7212,-12705.9599,-7316.5645,-4496.6017,-4013.1465,-6235.4284,-4476.6323,-3282.6901,-3022.1296,-2961.6452,-2595.546,-1914.0798,-2679.8122,8.1777
3191.383485,1469826.372,1.1332,3.5084,6.6143,-45.2847,-194.8725,-278.9541,-155.0545,-5133.3251,-4561.6243,-60441.174,3.7791,4.3542,3.9034,59.2082,691.0895,6.2251,10.7176,10.1586,144.7416,94.2704,1226.1225,-41522614.62,-50284746.27,-67032216.12,-160499908.6,-288939131.8,-571624771.3,-1125238599,-2351758017,-4905950959,22870.0454,139698.7318,631774.1985,1264533.798,2537593.654,33621.3822,81191.1729,183368.0336,394892.989,806573.2242,1656833.048,3364675.208,6702181.275,-20150.502,-26869.3139,-38620.6179,-59937.4037,-103139.9206,-193882.145,-399507.9716,-814107.3685,-1757424.595,-3773264.296,4355.0328,8703.2872,442.6729,472.01,389.6803,869.6339,-1982135.633,-1541519.768,-1185307.642,-936336.8306,-769434.4282,-602382.1671,-438306.2669,-333478.7503,-255362.9375,-199684.2512,-184790.3788,-156304.3219,-92557.2286,-61237.1013,-48807.2382,-41465.0591,-23571.5921,-17465.8308,-17402.3729,-19574.119,-17638.2937,-14257.0361,-10914.0341,-12052.5316,-7683.5995,-4548.1999,-3675.2766,-6446.4916,-4963.2078,-3705.3362,-3064.6182,-2880.0432,-2651.1842,-2275.8061,-2986.5354,10.3543
3798.285406,1485874.008,-3.3231,-531.7368,-96.0951,-576.9338,-183.5344,-1973.0423,-280.7608,-565.6647,-725.5102,-14612.1166,2.6486,8.8058,6.1004,3.2863,200.7504,6.4371,29.7126,11.3436,4.5173,20.9855,365.2751,-92397424.79,-110592879.3,-145418582.3,-337518471.9,-600905110.3,-1183869586,-2317595234,-4835012548,-10069629137,46680.1635,285720.6423,1295101.928,2589526.173,5171774.621,68640.4083,164502.8499,372540.7815,807193.4322,1658910.378,3427769.697,6813970.876,13647044.82,-24137.09,-31955.7665,-45646.9777,-70427.2679,-120589.7163,-225836.7977,-464440.2846,-944489.1407,-2036627.403,-4368552.377,5003.7473,10010.1919,233.7352,568.4936,995.2338,1059.166,-1630783.893,-1326922.412,-1032353.7,-862196.5765,-755435.4734,-634327.1574,-458956.3693,-340389.4856,-273016.9686,-243237.3344,-234329.1342,-164991.9493,-109992.677,-74338.5711,-48294.7219,-29860.5899,-21777.8428,-19159.5092,-18896.362,-15435.5694,-12317.8365,-10899.457,-4626.5535,-1694.9137,-2032.6521,-5842.4494,-8306.9687,-5802.2537,-4988.9562,-3681.0415,-3075.0491,-2769.9222,-2100.8163,-1654.5751,-1607.8295,7.7254
3791.854115,1754801.96,-31.8556,-442.0941,-480.4891,-1765.069,-949.0787,-1025.3457,-1164.8872,-4449.5238,-3021.7126,-6360.1091,6.1159,12.1597,15.8073,90.3229,75.5556,26.5025,37.4867,20.5513,129.2418,91.1237,136.6542,-95343106.72,-114717594.9,-151954591.6,-358943682.2,-642830677.4,-1268625454,-2488960915,-5191618553,-10810629740,49158.1538,300218.1897,1357380.637,2715349.147,5433703.378,72129.6327,173669.8056,394390.1212,848229.019,1733258.964,3579585.566,7168454.273,14339953.86,-24301.7285,-32203.8362,-46064.9258,-71193.0634,-122100.4221,-228912.414,-470880.6631,-957924.862,-2065385.025,-4429840.626,5052.0372,10104.5127,233.3192,481.5659,841.0018,987.4612,-1657098.418,-1321306.577,-1033282.439,-873280.8186,-775291.0839,-657317.2122,-479060.7757,-354600.106,-283214.0773,-248089.8975,-234719.3531,-162475.496,-108226.6221,-73720.231,-50968.8412,-33188.563,-22608.6669,-19148.9211,-18334.0586,-17084.2656,-12255.5149,-10010.9636,-3366.487,-855.8198,-1344.4996,-5636.9792,-8072.5082,-6155.8799,-4646.7916,-3583.1309,-2928.8011,-2692.5242,-2200.0783,-1810.403,-1453.1764,6.8101
3794.30415,1750257.045,-122299.2851,-183565.3443,-577326.6461,-736673.5974,-561489.2534,-645365.0719,-621394.698,-1061043.902,-85838.4934,-426628.6727,2506.4661,3225.2279,4629.4214,10529.7349,4316.5548,7745.7864,8861.8978,8608.864,20312.5101,1543.3193,8788.7165,-86203008.99,-103822162.7,-137659746.4,-329120827.1,-594498480.5,-1177397223,-2313017812,-4825277447,-10048523540,51662.3021,300285.8663,1294544.568,2587034.085,5140419.756,90509.8492,191527.0221,407255.1982,875384.7125,1649360.83,3483868.944,6715732.698,13548463.63,-23339.1778,-31037.5434,-44597.9761,-69259.1441,-119369.7754,-224740.0168,-463063.562,-943012.2985,-2033456.898,-4361770.262,4968.6459,9966.1039,217.4056,380.339,651.6305,819.1422,-1548077.475,-1308640.434,-1025541.387,-878915.5875,-771757.0715,-641083.076,-479015.29,-356200.4364,-283340.9971,-248224.9658,-237674.5803,-162312.3287,-106627.7874,-73966.0388,-53819.7904,-37575.968,-25728.0948,-21128.4918,-20247.8814,-18544.2069,-14535.7008,-12337.9409,-5239.5129,-2241.9429,-2429.1374,-5783.2257,-6065.3227,-5931.783,-4347.2716,-3246.7693,-2756.9592,-2513.9503,-2044.2657,-1678.6605,-1422.2242,30.0897
